Field1,Inv No,FindNo,Alternate No,Fibre type,No of Fragments,Measurements in mm unless otherwise stated,Diameter of threads in mm (Warp/Weft),spin (Warp),spin (Weft),Thread count             per cm Warp,Thread count             per cm Weft,Weave,Type,Fulling,Fluffy Weft,Quality of Weave,Relationships/sample/ next steps,Color and Comments,Textile Analysis Reports,Source Document,Page No,Present GAG,<Older find or group no?>,Unit,Context No,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1,SKH07-15730 a,15730,,Wool,1,21 cm x 16.5 cm,0.55 / 0.62,z,s,10,11,Twill 2/2,twill,,,"homespun, probably; fine",,"Dark Brown warp, Brown weft; probably woven on a warp weighted loom. Hard spun warp.",,Textiles Skalholt 2007 final (1),83,,,,2676,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15730 b,15730,,Wool,2,16.5 cm x 3 cm / 27.32 mm x 21.5mm,1.19 / 1.54,z2s,s,7,7,Twill 2/2,twill,,,"homespun, probably",,Brown; probably woven on warp weighted loom.,,Textiles Skalholt 2007 final (1),"83, 84",,,,2676,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15731 b,15731,,Wool,2,16.92x12.06 / 17.47x10.72,not analyzed,not analyzed,not analyzed,not analyzed,not analyzed,Twill 2/2,twill,,,,,Fragments are too small to measure or analyze.,,Textiles Skalholt 2007 final (1),22,,,,2649,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15732,15732,2650,Wool,5,16 cm x 6cm / 17 cm x 9.5cm / 8 cm x 4cm / 9  cm x 2.5cm / 2.5 cm x 2 cm,0.74 / 1.38,z,s,8,6,Twill 2/2,twill,,y,homespun,all pieces of same cloth; pattern taken of this piece,"Black/Dark Brown; probably part of an overcoat; cloth is coarse; when you look at garments from Herjolfnes you see these over dress with wide additional pieces in the front . . . Underside is felted in certain places; ""I think this piece made garments wid",,Textiles Skalholt 2007 final (1),3,,,,2650,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15733 a,15733,,Wool,3,47.98x22.02 / 67.16x24.07 / 35.27x17.20,1.04 / 1.27,Z2s,s,6,6,Twill 2/2,twill,,,"homespun, probably",,Tan.,,Textiles Skalholt 2007 final (1),92,,,,2674,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15740,15740,,Wool,2,,,,,,,Twill 2/2,twill,,,,,2 strands of woven fiber one the weave is very visible (2/2 twill) but they are so narrow that it is impossible to do a thread count. There appears to be also 1 piece of plied yarn in pack.,,Felts and Knits Skalholt 2,,,,,2704,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15742 a,15742,,Wool,2,139.38x19.28 / 79.21x13.90,?,Z2s,s ?,7,?,Twill 2/2,twill,,,,all pieces of same cloth,Brown; napped surface makes weave and threads hard to see.,,Textiles Skalholt 2007 final (1),136,,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-15744 a,15744,2829,Wool,2,32.60x32.84 / 16.88x13.02,0.70 / 1.51,z,s,8,7,Twill 2/2,twill,,,,,Dark Brown.,,Textiles Skalholt 2007 final (1),113,,,,2829,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15744 b,15744,2829,Wool,1,62.99x9.33,not analyzed,Z2s,s,not analyzed,not analyzed,Twill 2/2,twill,,,,,Dark Brown; too narrow to conduct thread count.,,Textiles Skalholt 2007 final (1),113,,,,2829,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15745,15745,,Wool,2,19.3 cm x 8 cm / 46.19 mm x 34.30 mm,0.51 / 1.03,Z2s,s,7 to 8,8,Twill 2/2,twill,,,homespun,,"Dark Brown; the weft in some places looks plied, but it could be that the fibers have split; the ply is not always clear on some portions of the cloth.",,Textiles Skalholt 2007 final (1),79,,,,2828,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15746,15746,2830,Wool,3,120.17x60.22 / 42.73x31.74 / 77.20x26.42,0.79 / 0.79,Z2s,s,10,7,Twill 2/2,twill,,,,,"Brown; ""same old stuff.""",,Textiles Skalholt 2007 final (1),82,,,,2830,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15747 a,15747,,Wool,2,112.55x38.54 / 132.46x17.15,0.81 / 0.96,Z2s,s,8,8,Twill 2/2,twill,,,homespun,all pieces of same cloth,Brown; Piece is semi circular with a hem; there is an additional piece from the same cloth that is just straight; this is clearly some garment piece but it is difficult to determine which part;  probably woven on warp weighted loom?,,Textiles Skalholt 2007 final (1),109,,,,2832,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15748 a,15748,2819,Wool,3,39 cm x 8.5 cm  / 37.35 mm x 17.04 mm / 32.26 mm x 35.84 mm,0.67 / 0.88,z,s,10,10,Twill 2/2,twill,,,homespun,pattern was drawn; see photos,Dark Brown; this is piece of garment and there is more than one twill that was a part of it: one triangular piece has been sewn to another piece that is hemmed; adding triangle to other pieces of cloth is a common device to make garments bigger or to make,,Textiles Skalholt 2007 final (1),118,,,,2819,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15748 f2,15748,2819,Wool,1,76.60x12.51 (p. 118 says: 71.30x6.06 - need to reconcile.),n/a,Z2s,s,6,8 ?,Twill 2/2,twill,,,,"2 of 5; all pieces are small strips, scrap",Brown.,,Textiles Skalholt 2007 final (1),"118, 124",,,,2819,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15748 f3,15748,2819,Wool,1,98.23x13.44 (p. 118 says: 31 cm x 11.48 cm - need to reconcile.),n/a,z,s,10,8,Twill 2/2,twill,,,homespun,"3 of 5; all pieces are small strips, scrap",Black; done on warp weighted loom.,,Textiles Skalholt 2007 final (1),"118, 124",,,,2819,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15748 f4,15748,2819,Wool,1,110.49x10.82 (p. 118 says: 11 cm x 0.9 cm- need to reconcile),n/a,z,?,n/a,n/a,Twill 2/2,twill,y,,,"4 of 5; all pieces are small strips, scrap",Brown; very matted and fulled.,,Textiles Skalholt 2007 final (1),"118, 124",,,,2819,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15748 f5,15748,2819,Wool,1,119.11x16.07 (p. 118 says: 10 cm x 1.1 cm - need to reconcile),n/a,z2s,s?,8,?,Twill 2/2,twill,,,,"5 of 5; all pieces are small strips, scrap",Dark Brown; not enough fibers to do a weft count; weave is very unclear.,,Textiles Skalholt 2007 final (1),"118, 124",,,,2819,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15748 g,15748,2819,Wool,2,13.80x13.72 / 14.35x6.03,0.53 / 0.74,z,S2z,12,9,Twill 2/2,twill,,,very fine,,Tan; has a plied weft and a single warp unless it's the other way around; warp looks like it was spun hard.,,Textiles Skalholt 2007 final (1),"118, 124",,,,2819,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15749,15749,,Wool,1,99.06x25.55,0.71 / 0.68,Z2s,s,8,9,Twill 2/2,twill,,y,,,Brown.,,Textiles Skalholt 2007 final (1),70,,,,2839,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15751,15751,,Wool,1,50.26x19.27,0.54 / 1.24,Z2s,s,12,7,Twill 2/2,twill,y,y,fine,,"Warp: ""like tan,"" weft Dark tan-reddish; warp is finer than fluffy weft; ""not sure if there is any selvage here - does not look like it, looks cut; fulled on back side.",,Textiles Skalholt 2007 final (1),23,,,,2857,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1,SKH07-15760,15760,,Wool,5,151.31x82.70 / 88.49x38.20 / 19.87x31.56 / 42.09x19.74 / 14.11x4.94,0.49 / 1.60,z,s,10,7,Twill 2/2,twill,,,like old style of weaving,all pieces of same cloth,"Brown; ""fibers are roughly the same size on warp and weft"" ?? (0.49 warp/1.60 weft)",,Textiles Skalholt 2007 final (1),42,,,,2851,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1,SKH07-15765 a,15765,,Wool,1,83.12x60.13 / 53.52 ?,0.50 / 0.86,Z2s,S2z,9,8,Twill 2/2,twill,,,"homespun, probably",,Brown.,,Textiles Skalholt 2007 final (1),100,,,,2788,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15765 b,15765,,Wool,1,153.21x45.08,0.66 / 1.07,z,s,8 to 9,8,Twill 2/2,twill,y,,,,Reddish Brown; very matted.,,Textiles Skalholt 2007 final (1),"100, 101",,,,2788,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-15768 f,15768,,Wool,1,130.57x42.26,0.69 / 0.61,z,s,10,10,Twill 2/2,twill,,,homespun,,brown; was washed post excavation; looks like older fabric done on warp weighted loom.,,Textiles Skalholt 2007 final (1),"132, 134",,,,2799,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15768 g,15768,,Wool,2,39.14x10.59 / 24.13x13.93,n/a,z,s,n/a,n/a,Twill 2/2,twill,,,extremely fine,,"Tan; was washed after excavation, which distorted fibers - therefore cannot determine spin direction; cannot say much else about the weave for same reason.",,Textiles Skalholt 2007 final (1),131,,,,2799,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15768 h,15768,,Wool,25,115.87x54.71 [largest in pack 2/2 ?]; 23 cm x 8 cm largest in pack 1/2,1.12 / 1.71,Z2s,s,6,5,Twill 2/2,twill,,,homespun,,"Brown; washed post excavation, which distorted fabric structure and made it hard to group the textiles.",,Textiles Skalholt 2007 final (1),130,,,,2799,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15769,15769,2712,Wool,1,36.17x25.95,0.92 / 1.62,Z2s,s,9,6,Twill 2/2,twill,,y,homespun,find out the date on this piece and what layer it comes from because it demonstrates change in technique,Brown; this piece demonstrates a shift from old techniques to new techniques incorporating plied warp threads; I think it uses tog warp threads as they look thicker than the weft.,,Textiles Skalholt 2007 final (1),71,,,,2712,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15770 a,15770,,Wool,12,largest: 95.68x106.02,0.90 / 1.28,Z2s,s,7,7,Twill 2/2,twill,,,,,"Brown; the pieces are very desiccated with a lot of iron on them, and not well cleaned, so weave structure is difficult to determine.",,Textiles Skalholt 2007 (2).docx,18,,,,2813,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15770 c,15770,,Wool,1,38.49x22.40,0.35 / 0.35,z,z,23,21 to 23,Twill 2/2,twill,,,"industrial, very fine",,Tan; probably industrial or produced on flat loom; fibers are same thickness so it is either thell or imported wool.,,Textiles Skalholt 2007 (2).docx,"18, 19",,,,2813,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15771,15771,,Wool,1,19 cm x 14.14 cm (the one piece of woven cloth; 2 knits not analyzed),0.87 / ?,z,s,8,?,Twill 2/2,twill,,,average,,Reddish Brown; a lot of surface napping makes weft threads hard to see.,,Textiles Skalholt 2007 final (1),32,,,,2781,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15772,15772,,Wool,1,24 cm x 5 cm,1.10 / 1.88,z,s,8,5,Twill 2/2,twill,,,coarse,Another kind of cloth reinforces the back - see comments,"Reddish Brown; two pieces hemmed together and a hem on the other side; there is another kind of cloth reinforcing the back portion of this that is either a twill 2/2 or a tabby but much finer with a thread count of: 8 warp/8-9 weft, singles Z/S (see pix);",,Textiles Skalholt 2007 final (1),80,,,,2781,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15777,15777,2749,Wool,1,65.92x41.22,0.88 / 1.11,Z2s,s,7 to 8,8,Twill 2/2,twill,,,"homespun, probably",,Brown.,,Textiles Skalholt 2007 final (1),55,,,,2729,C.1,1670,1720,1670-1720,1660-1720,Courtyard
1,SKH07-15780,15780,,Wool,2,104.20x79.31 / 55.20x11.71,1.04 / 1.33,Z2s,s,7,6,Twill 2/2,twill,,,,,Brown; one of the two pieces is an edge.,,Textiles Skalholt 2007 final (1),91,,,,2666,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15786 a,15786,,Wool,1,93.22x49.89,0.68 / 0.64,z,s,10,8,Twill 2/2,twill,,,airy,,"Brown; warp threads are a bit thicker here and the cloth, while a bit airy, seems to undulate more than normal.",,Textiles Skalholt 2007 final (1),34,,,,2799,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15786 c,15786,,Wool,4,101.05x36.65 / 78.06x29.52 / 54.69x7.77 / 37.70x9.43,0.51 / 0.67,Z2s,s,9,8,Twill 2/2,twill,,,homespun,,Brown; higher thread count than <SKH07-15786 b>; very fine threads.,,Textiles Skalholt 2007 final (1),"34, 36",,,,2799,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15786 c,15786,,Wool,14,"108.95x20.52 / 41.30x9.98 / 28.13x9.0 / 111.16x11.37 / 92.88x25.25 / 28.13x11.22 / 32.33x10.72 / 14.57x16.19 / 36.71x17.35 / 17.37x12.79 / 15.93x9.16 / 72.72x24.44 / plus, from the 2nd carton/card 2 of 2 No.2: 125.31x96.94 / 69.43x33.09",0.87 / 0.87,z,s,8,7,Twill 2/2,twill,,,homespun,,"Brown; like older cloth; warp uses tog, weft uses the thell.",,Textiles Skalholt 2007 final (1),126-128,,,,2799,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15788,15788,,Wool,1,47 cm x 13.93 mm,0.61 / 1.49,Z2s,s,9,8,Twill 2/2,twill,,,"homespun, thick, well made",,Black; this is thick cloth like the type used to make coats.,,Textiles Skalholt 2007 final (1),75,,,,2742,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15788,15788,,Wool,2,50.68x29.34 / 55.65x21.54,0.46 / 0.63,Z2s,s ?,10,16,Twill 2/2,twill,,,,,"Dark Brown warp, Brown weft; not sure whether or not weft is single as it is split in some areas.",,Textiles Skalholt 2007 final (1),"75, 76",,,,2742,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15789,15789,,Wool,1,16 cm x 13 cm,0.73 / 1.62,z,s,8,7,Twill 2/2,twill,,,homespun; vaðmál,,Brown; homespun like old material - vadmal - and within the range of thread counts.,,Textiles Skalholt 2007 final (1),21,,,,2699,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15790 a,15790,,Wool,1,19 cm x 10.5 cm,1.12 / 1.55,Z2s,s,8,5,Twill 2/2,twill,,y,"homespun, possibly",pattern taken,"Dark Brown warp, Brown weft; woven on warp weighted loom, I think; fibers are way thicker on the warp than on the weft [1.12 vs. 1.55]; I think this is part of a mitten made of woven cloth.",,Textiles Skalholt 2007 final (1),9,,,,2824,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15791,15791,,Wool,4,62.55x49.25 / 70.14x34.75 / 81.44x68.22 / 34.04x11.66,0.93 / 1.58,Z2s,S2z,6,6,Twill 2/2,twill,,,homespun,all pieces of same cloth,"Dark Brown warp, Brown weft; opposite from warp, one of the pieces is much darker than the rest and others are intermediaries, but I believe that they are all from the same piece of cloth and that these are different pieces that have undergone different t",,Textiles Skalholt 2007 final (1),94,,,,2822,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15792 b,15792,,Wool,5,79.85x24.64 / 32.43x18.81 / 50.02 x 22.57 / 65.25x26.83 / 43.53x16.19,not stated,Z2s,s,9,5,Twill 2/2,twill,y ?,y,"homespun, rough",,"Brown; finer warp threads, fluffy weft; probably made on warp weighted loom.",,Textiles Skalholt 2007 final (1),117,,,,2831,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15795,15795,,Wool,4,111.89x75.78 / 143.52x61.00 / 61.19x45.27 / 70.78x57.98 / 30.77x16.45 / 25.38x14.31,1.0 / 1.21,Z2s,s,9,7,Twill 2/2,twill,,y,"homespun, fine",,"Darker brown warp, Brown weft; piece is hemmed like a pocket in a c shape.",,Textiles Skalholt 2007 final (1),57,,,,2992,S17.1,1670,1690,1670-1690,1660-1690,Meat Store
1,SKH07-15798,15798,,Wool,1,126.17x87.50,1.19 / 1.42,z,s,6,8,Twill 2/2,twill,,,homespun; like old style of weaving,,Brown; warp weighted loom.,,Textiles Skalholt 2007 final (1),66,,,,2943,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1,SKH07-15799,15799,,Wool,7,49.58x23.71 / 18.63x33.20 / 39.36x14.92 / 60.92x11.63 / 26.08x33.62 / 45.76x18.83 / 20.44x11.19,0.67 / 0.75,Z2s,s,8,8,Twill 2/2,twill,,,,,Brown; very small fragments; no micro pix.,,Textiles Skalholt 2007 final (1),106,,,,2845,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15974,15974,,Wool,1,59.24x46.35 / 1.39,1.63 / 1.79,Z2s,S2z,8,7,Twill 2/2,twill,,,medium fine,,"Dark Brown warp, Light Brown weft, warp and weft plied, slightly matted by wear, ends at sides coming undone, medium fine.",,Skalholt2007 - box 6 Thury,3,,,,2865,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1,SKH07-19170a,19170,2701,Wool,1,68.43mmx60.23mm,,z,s,8,7,Twill 2/2,twill,some,yes,medium,,old style vadmal,,,,,,,2701,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1,SKH07-19174a,19174,2687,Wool,3,"21.90MMX14,88/28.09",,z2s,s2z?,NA,NA,Twill 2/2,twill,yes,yes,average,,two fragments here there is one woven piece and a bunch of yarns and clumps of wool that I have counted as 1 and only measure the length,,,,,,,2687,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-19221a,19221,2904,Wool,2,34.16mm x34.77/11.42mmx5.90mm,,z2s,s2z,14,10,Twill 2/2,twill,NA,Yes,fine,,2 fragments of plied twill,,,,,,,2904,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-19221b,19221,2904,Wool,1,18.26mmx6.89mm,,z,z?,NA,NA,Twill 2/2,twill,NA,yes,fine,,very small fragment,,,,,,,2904,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-19221d,19221,2904,Wool,2,34.03mmx9.59mm/28.16mm x11.85mm,,z,z,NA,NA,Twill 2/2,twill,no,no,very fine,,Import probably given the quality of the wool and the z/z spin,,,,,,,2904,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-19221e,19221,2904,Wool,1,44.07mmx14.15mm,,z2s,s2z,NA,NA,Twill 2/2,twill,no,no,rough,,too desiccated for thread count.,,,,,,,2904,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-19291a,19291,2822,Wool,3,22.21mmx15.55mm/15.08x10.43mm/10.41mmx8.40mm,,z2s,s,NA,NA,Twill 2/2,twill,no,yes,fine,,three fragments,,,,,,,2822,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-19378,19378,2872,Wool,1,59.59mmx59.98mm,,z,s,9,7,Twill 2/2,twill,Some,yes,medium fine,,brown old style vadmal,,,,,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-15666 d,15666,,Wool,4,woven: 43.57x8.19 / 30.30x14.98; plied yarn: 44.10x2.83 / 23.46x1.13 / 28.62x1.02,0.76 / 1/12,fabric: z    yarn: 2xs2z; 1xz,fabric: s,n/a,n/a,Twill 2/2 & plied yarns,twill,,,local Icelandic homespun,,Dark Brown; wool scraps; woven pieces do not appear to have any surface treatment.,,Skalholt Box 6 Feb 2014 MHS-2 recovered.docx,"20, 22",,,,2872,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH06-09617,9617,,Wool,2,151.48x98.90 / 29.94x19.90,0.74 / 0.83,Z2s,s,10,10,Twill 2/2 & Twill 2/2 diagonal,twill,Y,,homespun,,"Brown; probably homespun on a warp weighted loom, though thread counts and yarn are all very consistent, as with other types of cloth; very dirty cloth and fulled.",,Textile Skalholt 2006 field season final (1).docx,37,,,,2077,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1,SKH07-15757,15757,,Wool,1,127.25 cm x 63.08 cm,0.61 / 1.09,Z2s,s,n/a,n/a,Twill 2/2 (diagonal?),twill,,,,,Brown; fabric structure very hard to see and determine; not sure if this is homespun on warp weighted loom or more industrial material; very felted on both sides.,,Textiles Skalholt 2007 final (1),20,,,,2807,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1,SKH04-4170 a,4170,,Wool,4,38 cm x 31.57mm/86.93mmx29.53mm/91.81mmx 9.08mm/17.5 mm x 14.10mm,?,?,?,?,?,Twill 2/2 ?,twill,y,,,,"Dark Brown; this fabric is so heaving fulled that weave and yarns are almost impossible to see; the surface fulling is deliberate and professionally done; there are 4 fragments that are part of this type of cloth, or at least they look like they belong to",,Skalholt final numbers April 2016,"13,14",,,,1279,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4260 a,4260,,Wool,1,95.96 x 24.46,1.34 / ?,Z2s,?,?,?,Twill 2/2 ?,twill,y,,,,"Dark Brown; a very thick fragment that appears to be woven in twill 2/2 but the weft threads are not visible, only the warp; it is like the fragment has been folded together and the edge at top is heavily fulled; the fragment looks napped too; a possible",,SKH04 ks. 2.docx,49,,,,892,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1,SKH04-4309,4309,,Wool,1,53.41 x 31.77,0.55 / 0.63,z,?,13,13 ?,Twill 2/2 ?,twill,By Wear,,even and fine,,Dark Brown; this is a very finely woven fragment in a weave that is very even; it looks like it could be industrial made since it is so even and so fine; the weft threads are nearly impossible to see; the fragment is falling apart since it is torn in the,,SKH04 ks. 2.docx,20,,,,863,S5.6,1830,1890,1830-1890,1810-1900,Workshop/Flour Mill
1,SKH05-6929 e,6929,,Wool,1,88.78 x 20.33,1.36 / 1.90,Z2s,S2z,?,?,Twill 2/2 ?,twill,y,,,,Dark Brown; fulled and teaseled - hard to see weave - no thread count possible; looks a little messy.,,SKH05 ks. 14.docx,64,,,,1527,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1,SKH05-7167 n,7167,,Wool,4,25.65 x 16.45; 22.13 x 13.71; 19.70 x 11.74; 32.69 x 22.82,1.12 / 1.29,Z2s,S2z,?,?,Twill 2/2 ?,twill,,,,,Brown; the fragments are really worn and two of them are unclear; appears to be made in a 2/2 twill weave.,,SKH05 ks. 14.docx,48,,,,1643,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
1,SKH05-7167 u,7167,,Wool,3,22.77 x 17.02; 19.37 x 3.03; 12.61 x 7.58,1.78 / 1.99,Z2s,S2z ?,?,?,Twill 2/2 ?,twill,By Wear,,,,"Dark Brown; fragments worn and fulled by wear, making weave unclear; one side of the largest fragment is so fulled the threads are not visible; looks a bit napped.",,SKH05 ks. 14.docx,55,,,,1643,S19.1,1730,1770,1730-1770,1720-1780,School Refectory
1,SKH06-09651,9651,,Wool,2,87.73x42.71 / 43.07x20.10,1.23 / 2.23,Z2s,s,5 ?,5 ?,Twill 2/2 ?,twill,,Y,very big weave,,"Black; fluffy threads that are felted, making it hard to see the weave and the threads.",,Textile Skalholt 2006 field season final (1).docx,40,,,,2258,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1,SKH06-64-9805 b,9805,,Wool,3,55.81 x 8.81 / 54.35 x 14.01 / 46.87 x 7.76,1.95 / 1.99,Z2s,s ?,n/a,n/a,Twill 2/2 ?,twill,,,,,"Brown; three scrappy little pieces - two belong together, not sure about the third; wool looks Icelandic; dirt makes it hard to see the weave and the yarns.",,"Textiles, Laboratory Work sheet BOX SKH 2006- KS. 6 continuation","20, 21",,,,2465,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1,SKH07-02691 d,2691,13649,Wool,1,35.52x20.92,1.17 / 1.55,Z2s,s,9,8 to 9,Twill 2/2 ?,twill,,,,,Black; hard to tell what the weave is on this one; the plying does not help; it is quite fluffy without being intentionally fulled; weave is visible but hard to discern.,,Skalholt Box 6 Feb 2014 MHS-2 recovered.docx,"11, 13",,,,572,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
1,SKH07-13647,13647,,Wool,1,44.01x26.20 / 1.36,1.29 / 1.54,z,s,6 ?,5 ?,Twill 2/2 ?,twill,Y,,"bulky, fluffy",,Brown; very fluffy; very fulled and bulky; in a weave of twill 2/2 most likely.,,Skalholt2007 - box 6 Thury,45,,,,2949,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-15653 b,15653,,Wool,1,15.94x12.31 / 2.11,0.84 / 0.98,z,s,n/a,n/a,Twill 2/2 ?,twill,Y,,,,Brown; small fragment that is fulled and unclear; too small for a thread count; visible Z- and S-spun threads indicate it is a twill 2/2.,,Skalholt2007 - box 6 Thury,22,,,,2665,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1,SKH07-15693,15693,2580,Wool,3,22.94mmx17.08mm/33.37mmx8.86mm/34.15mmx13.94mm,TBD,S2z,s ?,TBD,?,Twill 2/2 ?,twill,,,,,NOT FULLY ANALYZED - ADD TO FUTURE ANALYSIS OF MATERIALS AT FSI; Black; all fragments belong to same cloth; weft too small for thread count.,,Skalholt final numbers April 2016,36,,,,2850,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1,SKH07-15718,15718,,Wool,2,95.52x14.48 / 58.83x8.78,0.64 / na,Z2s,s?,n/a,n/a,Twill 2/2 ?,twill,y,y,,,Black; only the weft fibers are fulled; hard to see details of weave; only the ends of the warp threads are visible.,,Textiles Skalholt 2007 final (1),89,,,,2685,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1,SKH07-15748 e,15748,2819,Wool,2,15 cm x 2 cm / 8 cm x 1.5 cm,1.70 / ?,Z2s,s ?,5,5 ?,Twill 2/2 ?,twill,,,"homespun, very coarse",,Dark Brown; finer warp threads; pieces are so matted and one piece appears to have some flea eggs; there is also a clump of loose fibers/ yarn with this group; this almost looks like it might have been used in some kind of farming capacity.,,Textiles Skalholt 2007 final (1),"119, 123",,,,2819,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH07-15790 b,15790,,Wool,1,94.28x48.98,n/a,Z2s,s,n/a,n/a,Twill 2/2 ?,twill,y,y,,,Dark Brown; surface too fulled to permit analysis of weave or take thread count.,,Textiles Skalholt 2007 final (1),"9, 10",,,,2824,S25.1,1670,1710,1670-1710,1660-1720,Boys Lodge (servants?)
1,SKH06-09655 b,9655,,Wool,1,56.66x11.05,0.54 / 0.76,Z2s,s,10,10,Twill 2/2 ? (not stated),twill,,,"homespun, probably; very regular",possibly part of <SKH06-09655a>,"Brown; it is an edge, no stitching visible, just folded over.",,Textile Skalholt 2006 field season final (1).docx,"34,36",,,,2236,S10.1,1700,1730,1700-1730,1690-1750,Kitchen
