ID,Site code,Context,ID No,Components present/brief description,Material,Name,Species ID,Length mm,min Width mm,max Width mm,Diameter mm,Thickness mm,Secondary cuts,other materials present,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
187,SKH06,2615,16068,2 fragments broken from shoe bottom components each with a broken seam along the surviving edge and 2 small holes in the interior from lasting nailing or repair (largest measured),Leather,Shoe bottom unit fragment,bovine,61,,28,,2.28,no,,S27.1,1700,1720,1700-1720,1690-1720,Passage
188,SKH06,2615,16068,very small fragment broken from a shoe component,Leather,Shoe fragment,bovine,19,,13,,1,no,,S27.1,1700,1720,1700-1720,1690-1720,Passage
396,SKH06,2550,9861,piece cut from a shoe upper with area of lasting margin SL 7mm and large tongue shaped area cut out to leave a narrow strap like extension.,Leather,Shoe upper,heavily worn little grain pattern present,126,,41,,2,yes,,S27.1,1700,1720,1700-1720,1690-1720,Passage
5,SKH04,100,4267,2 pieces broken grain/flesh seam likely to come from a shoe bottom component probably a midsole. Thick rigid leather (larger measured),Leather,"Shoe bottom, part",cattle hide,95,,9,,4,no,,S29.2,1840,1900,1840-1900,1840-1900,Outhouse
6,SKH04,100,4269,"slightly tapering sinuous strip, torn at each end. Trimming possibly used for midsole packing",Leather,"Waste, secondary",calfskin,182,,12,,2,no,,S29.2,1840,1900,1840-1900,1840-1900,Outhouse
42,SKH04,988,4289,"large D-shaped stacked leather heel lift, adult male size",Leather,Shoe heel fragment,,68,,75,,3,no,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
43,SKH04,988,4289,"small much worn and distorted D-shaped heel lift of adult womans size,  wooden pegged",Leather,Shoe heel fragment,,46,,49,,2,no,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
44,SKH04,988,4289,"Piece from a grain/flesh welted bottom component, probably waist area of a sole of adult male size. Also 5 fragments of midsole edge packing with a grain/flesh seam",Leather,"Shoe bottom, fragments",,74,,75,,2.5,no,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
45,SKH04,988,4289,long straight butted edge/grain seam cut for 18mm and then torn from an unknown item of thick leather,Leather,cut down seam,cattle hide,175,,23,,3,yes,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
46,SKH04,988,4289,"lining for a latchet fastening with whip stitching around the edges, a horizontal and a vertical slit present from fastening. Much soil present grain pattern obscured",Leather,Strap lining,possibly bovine,73,14,25,,1,no,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
47,SKH04,988,4289,narrow trimming,Leather,"Waste, secondary",bovine,85,,3,,3,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
48,SKH04,988,4289,narrow trimming,Leather,"Waste, secondary",bovine,87,,4,,3,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
49,SKH04,988,4289,narrow trimming,Leather,"Waste, secondary",bovine,80,,8,,2,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
50,SKH04,988,4289,narrow trimming,Leather,"Waste, secondary",bovine,95,,2,,1,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
51,SKH04,988,4289,narrow trimming,Leather,"Waste, secondary",bovine,53,,3,,2,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
52,SKH04,988,4289,3 brittle small fragments no distinguishing features present,Leather,Scrap,,,,,,,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
53,SKH04,988,4293,Piece cut from worn welted shole of adult male size with grain/flesh seam and 3 small fragments broken from welted bottom components,Leather,Shoe bottom fragment,"cattle hide, worn",51,,92,,4,yes,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
54,SKH04,988,4293,"Square piece of upper with two parallel whip stitched edges, SL 3mm, other 2 sides irregularly cut away",Leather,Shoe upper fragment,cattle hide,74,,75,,2,yes,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
55,SKH04,988,4293,trimming,Leather,"Waste, secondary",bovine,68,,6,,2.5,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
56,SKH04,988,4293,trimming,Leather,"Waste, secondary",bovine,88,,4,,3,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
57,SKH04,988,4293,trimming,Leather,"Waste, secondary",bovine,66,,8,,3,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
58,SKH04,988,4293,trimming,Leather,"Waste, secondary",bovine,54,,3,,3,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
59,SKH04,988,4293,"trimming, skived",Leather,"Waste, secondary",bovine,85,,3,,3,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
60,SKH04,988,4293,irregularly shaped trimming with a curved edge,Leather,"Waste, secondary",prob bovine,38,,9,,1.5,,,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
81,SKH04,1026,4302,small fragment of delaminated leather all edges broken,Leather,Scrap,cattle hide,19,,15,,,,wooden peg,S30.1,1670,1720,1670-1720,1660-1720,School Master's House
24,SKH04,902,4271,"square toe puff, grain inward to the foot, adult size. 4 fragments of upper with lasting margin present including 3 pieces from the area of the heel and a long low heel stiffener or shoe lining 28mm high with whip stitched top edge. 2 pieces shoe bottom with grain/flesh seam SL 8mm",Leather,"Shoe, welted shoe parts","calfskin, worn",,,,,1.5,no,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
25,SKH04,902,4271,"3 pieces broken strap, likely to come from same strap, ends torn, combined length quoted",Leather,Strap,"bovine, work",212,21,24,,2,no,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
26,SKH04,902,4271,strap fragment with torn ends and grain/flesh stitching for an extension or reinforcement piece,Leather,Strap,cattle hide,66,,17,,2,no,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
27,SKH04,902,4271,strap with a cut and a torn end,Leather,Strap,cattle hide,91,,11,,3,yes,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
28,SKH04,902,4271,Sub-rectangular piece with large grain/flesh stitching around the edges. Dark brown colour,Leather,Reinforcing piece,cattle hide,74,,59,,2,no,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
29,SKH04,902,4271,"4 pieces all edges torn no distinguishing features, largest piece quoted",Leather,Scrap,delaminated,168,,54,,,no,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
30,SKH04,902,4271,"oval shaped fragment much folded and distorted, torn edges with one area possibly of hide edge. Appears to be primary waste but could possibly be the base of a pouch or bag. No grain pattern visible",Leather,"Waste, primary",,90,,57,,1,no,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
31,SKH04,902,4283,"wide waist and wide seat area of sole with grain/flesh seam SL 7mm, heel lift and jump from stacked leather heel with stitch holes around edge and wooden peg holes",Leather,"Shoe bottom, welted",cattle hide,120,,70,,4,no,,S30.2,1720,1740,1720-1740,1720-1750,School Master's House
156,SKH06,2339,9846,"Forepart of insole broken off across the toe (now missing), natural tread shape broken across the upper seat. Organic remains on flesh side in places appear to be bark packing between the sole and insole. Now slightly distorted but may have been shaped for the right foot, adult size",Leather,Shoe bottom,bovine,125,40,65,,,no,bark packing,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
163,SKH06,2346,9849,piece irregularly cut from shoe bottom component with seam present in one area,Leather,Shoe bottom fragment,cattle,62,,31,,3,yes,,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
164,SKH06,2346,9849,fragment torn possibly middle edge packing with grain/flesh SL9mm and holes and impresssion of bracing thread,Leather,Shoe bottom fragment,bovine,189,5,32,,2,no,,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
165,SKH06,2346,9849,"2 pieces with a grain/flesh seam SL 2mm running along one side,  with a small area of vertical butted edge/flesh seam at right angles suggesting they may come from shoe upper originally. Each has a series of crudely executed cut outs in the other side. If from a decorative openwork panel then very crudely done more likely to be cobbling waste",Leather,Panel with cut-outs,calfskin,102,,25,,2,yes,,S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
166,SKH06,2346,9849,details above,Leather,Panel with cut-outs,calfskin,103,,25,,2,yes,"felt, woven textile",S31.1,1650,1700,1650-1700,1660-1690,Bishops Former Living Quarters
135,SKH06,1861,9693,Highly deteriorated remains of waist area of bottom component adult size. Line small grain/flesh holes 2mm apart survive along the original edge. Insole (or possibly midsole) fragment and second compacted fragment. 4 pieses of middle edge packing with very large oval holes along the edge. Likely to be of pegged construction. 4 pieces scrap  broken from what appears to be part of the deteriorated midsole adhering to the underside,Leather,"Shoe bottom, ?pegged",cattle hide,107,,63,,4,no,"felt trimmings, woven textile",S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
136,SKH06,1861,9697,"deteriorated remains of a D-shaped stacked leather heel with large wooden peg holes, original Ht now unknown. Bark is present within the layers","Leather, bark",Shoe heel,,,,61,,,no,,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
137,SKH06,1903,9713,"small piece cut from the edge of an insole with an edge/flesh seam, stitch length 7mm.",Leather,"Shoe bottom unit, cut","cattle hide, worn",64,,17,,,yes,felt trimmings and intersectional cutting piece,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
138,SKH06,1903,9713,"3 small fragments of heavily compacted leather with stitch holes, apparently broken from shoe bottom unit components, much soil adhering (largest measured)",Leather,"Shoe bottom unit, fragment","bovine, presumed",44,,31,,2,no,,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
16,SKH03,517,2669,"trimming, tapering and curling",Leather,"Waste, secondary",sheep/goat probably sheep,39,4,8,,2,,,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
100,SKH05,1383,7103,3 small fragments broken from the edge of the seat area of a bottom unit component probably a heel lift pierced by large wooden peg holes,Leather,"Shoe bottom unit, fragment",cattle hide,38,,10,,3,no,,S4.2,1760,1780,1760-1780,1750-1780,Lodge/Dining Room & Chambers
10,SKH03,301,1968,"large D-shaped stacked leather heel comprising c 10 layers, large wooden pegs around edge. Ht 28mm",Leather,Shoe heel,,80,,77,,,no,,S4.4,1800,1840,1800-1840,1780-1840,Pantry/Kitchen
122,SKH05,1512,6970,"small fragment broken from a pegged heel of stacked leather, compacted",Leather,Shoe heel,bovine,18,,18,,1,no,,S5.1,1720,1740,1720-1740,1720-1750,Bishops Dining Room
134,SKH06,1799,9700,"fragment from edge of bottom component with 4 round holes from the seam, worn compacted, no grain pattern remaining",Leather,Shoe bottom fragment,bovine,19,,10,,3,no,,S5.1,1720,1740,1720-1740,1720-1750,Bishops Dining Room
98,SKH05,1346,6954,"piece torn from the top edge of shoe upper probably quarters with a line of fine decorative tunnel stitching running below the edge. Surfaces much degraded, dark brown in colour",Leather,Shoe upper,,70,,28,,2,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
99,SKH05,1350,6922,"seat area broken from insole of adult size with channel cut on flesh side for the grain/flesh lasting seam, stitch length 7-8mm. 4 worn holes present likely to come from wooden pegs attaching a separate heel",Leather,"Shoe bottom unit, fragment",cattle hide,76,,69,,4,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
101,SKH05,1390,6995,"piece cut fromt he seat area of a stitched bottom part, possibly a mid sole or a heel jump.",Leather,Shoe bottom fragment,cattle hide,26,,54,,4,yes,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
102,SKH05,1391,7002,"piece with two cut edges at right angles, others torn. Now faint series of horizontal parallel and vertical creased lines. Grain surface now cracking and no detail survives",Leather,Book cover?,calfskin,42,,42,,1,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
103,SKH05,1391,7002,narrow trimming of thick leather,Leather,"Waste, secondary",cattle hide,49,,5,,6,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
104,SKH05,1393,6962,"Possible strap strengthener with a slightly tapering end, other edges are straight, faint whip stitching along the two longer sides. Small grain/flesh stitches at each end. The edges are gently skived. Worn surfaces",Leather,"Strap, strengthener",,61,,12,,1.5,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
105,SKH05,1393,6962,narrow trimming,Leather,"Waste, secondary",,41,,2,,2,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
106,SKH05,1393,6962,narrow trimming,Leather,"Waste, secondary",,60,,4,,1,,felt trimming,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
108,SKH05,1423,6969,"Triangular piece with ends folded inward and overlapping, joined by 3 grain/flesh holes (no thread impression present) to produce a collar or strap loop, flesh side outward. Light brown colour very little grain pattern remaining",Leather,Strap loop,bovine,32,,29,,1,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
109,SKH05,1423,6969,trimming,Leather,"Waste, secondary",bovine,24,,12,,2.5,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
110,SKH05,1424,6975,"Piece of low shoe lining with a lasting margin SL 6mm and faint whip stitching along the top edge, other edges torn, also 2 other fragments probably from it",Leather,Shoe upper,calfskin,115,,22,,2,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
111,SKH05,1425,6944,trimming,Leather,"Waste, secondary",possibly bovine,39,,5,,1,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
112,SKH05,1448,6967,narrow trimming,Leather,"Waste, secondary",bovine,92,,4,,2,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
113,SKH05,1448,6967,narrow trimming,Leather,"Waste, secondary",cattle hide,34,,6,,3,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
114,SKH05,1449,6958,"square piece with 3 cut and torn edge,no other distinguishing features",Leather,"Waste, secondary","bovine, worn probably calfskin",30,,35,,2,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
115,SKH05,1449,6968,trimming,Leather,"Waste, secondary",cattle hide,35,,10,,3.5,,felt trimming,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
116,SKH05,1450,6974,trimming,Leather,"Waste, secondary",cattle hide,106,,9,,5,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
117,SKH05,1469,6996,"rectangular strap-like facing (now torn into 4 fragments) delaminating in places. Slightly tapering in width, wider end cut straight, narrow end is torn. A line of oblique grain/flesh stitching, stitch length 3mm, runs along each side with thread impression from a running stitch (not whip stitching). Soil present on grain surface obscuring some detail.",Leather,Facing,sheep/goat (delaminating),85,14,17,,,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
118,SKH05,1469,6996,narrow trimming,Leather,"Waste, secondary",bovine,13,,2.5,,2,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
119,SKH05,1469,6996,narrow trimming with a skived edge,Leather,"Waste, secondary","bovine, probably",40,,2,,3,,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
123,SKH05,1527,6941,"piece with line of grain/flesh stitching, all edges cut",Leather,Shoe bottom fragment,bovine,40,,15,,5,yes,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
124,SKH05,1527,6941,piece compacted leather all edges cut,Leather,Shoe bottom fragment,bovine,104,,18,,3,yes,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
125,SKH05,1527,6941,"fragment with grain/flesh stitching, two cut edges others torn",Leather,Shoe bottom fragment,bovine,37,,24,,2,no,felt trimmings,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
145,SKH06,2185,9694,"Bottom shoe adult size, pegged construction. Right side of insole, deliberately cut away vertically from rest of the insole. Insole has remains of the squarish toe and no distinct waist suggesting it was made straight. A double row of peg holes runs along the surviving right side. Area of dark/black animal hair survives at the edge of the insole just below the toe area",Leather,"Shoe bottom unit, cut",cattle hide,180,,39,,4,yes,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
146,SKH06,2185,9694,"remains of sole of adult size (not necessarily from the same shoe as the insole) with forepart torn off, wide waist and part of the seat surviving. Heavily worn but appears to have remains of a double line of peg holes along the surviving edge and a line across the uppear seat and randomly across the seat suggesting a stacked leather heel held by wooden pegs originally.",Leather,Shoe bottom unit,"bovine, worn",140,,72,,,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
147,SKH06,2185,9714,tongue shaped piece appears to be the seat and lower waist area of an insole with widely spaced holes around the edge not always piercing through to the grain side. Child or small adult size,Leather,"Shoe bottom fragment, pegged",cattle hide,65,,35,,2,no,,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
148,SKH06,2185,9714,"fragment of compacted leather likely to be broken from shoe bottom component, much soil adhering",Leather,Shoe bottom fragment,possibly bovine,43,,20,,1.5,no,"felt, bark",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
149,SKH06,2215,9709,"fragment with 2 large peg holes and 1 wooden peg present, also 2 other small bottom component fragments",Leather,Shoe bottom fragment,,40,,21,,3,no,wooden peg,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
150,SKH06,2215,9709,"top edge of a shoe lining with a whip stitched seam, torn away fromthe rest of the lining. Light brown colour",Leather,Shoe upper fragment,calfskin,91,,18,,1,no,felt,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
35,SKH04,953,4274,"rectangular offcut, unworn",Leather,"Waste, secondary","cattle hide, unworn",34,,26,,3,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
36,SKH04,954,4307,"rectangular piece with 2 parallel cut sides and a cut end, other end worn/rotted away. Unseamed. A series of small possible stabbed holes present on grain side that do not penetrate to the flesh side, appear to be secondary. Associated with a length of woven woollen braid possibly a fragment of wide belt/girdle",Leather,Fragment,cattle hide,76,,47,,2,,"textile, woven braid",S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
37,SKH04,958,4285,jump or piece cut from stacked leather heel lift with peg holes,Leather,Shoe heel fragment,"cattle hide, worn",54,,42,,3,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
38,SKH04,958,4306,"Bottom shoe adult male size, right foot. Made straight, toe area cut away, sole, separate half sole, middle packing, insole,  D-shaped stacked leather heel c 22mm high. Also 2 lifts and top piece with Iron nails around the edge.  Double line of smaller holes along sides indicating wooden pegged construction",Leather,"Shoe bottom, pegged construction",cattle hide,250 (estimated),,,,,yes,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
39,SKH04,962,4287,"bark with a thin 'residue' of leather adhering to one face, possibly from a shoe bottom",Leather,Shoe bottom fragment?,,,,,,,no,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
40,SKH04,965,4275,"waist area of sole of adult male size with double line grain/flesh stitching SL 7mm within a stitching channel and an iron nail with much organic remains identified as BARK from a coniferous tree around it from a separate heel, wooden pegs also present. Small area of midsole present on the iron nail on the upper face of the sole",Leather,"Shoe bottom, welted",,72,,73,,8,no,coniferous bark from heel,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
61,SKH04,1003,4305,"Primary waste with hide edge along a lobed area with small tuft of black hairs present, other edges snapped or cut off",Leather,"Waste, primary",cattle hide,99,,92,,2,,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
97,SKH04,1322,6999,"wide, shallow V-shaped offcut with all edges cut, one edge bevelled. Iron staining present",Leather,"Waste, secondary",cattle hide (presumed),52,,10,,3.5,no,,S5.3,1760,1780,1760-1780,1750-1780,Bishops Dining Room
11,SKH03,350,2101,"sub-crescentic fragment with remains of a lasting margin of relatively large round holes SL 6mm, all other edges torn. Much soil adhering",Leather,Shoe upper,bovine,70,,50,,1,no,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
94,SKH04,1238,4264,"piece torn from a panel with a small area of original straight edge, others torn. Decorated with two angular panels each with narrow border of chain like motif with scrolled motifs within. Decoration impressed from the flesh side to make a raised rib on the grain side, now heavily worn so appears as a paler area on the grain side. Second fragment of similar leather likely to be broken from it but no join certain",Leather,Book cover,sheepskin,108,,81,,1,no,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
96,SKH04,1313,6914,multiple small fragments with large and smaller peg holes from D-shaped stacked leather heel. Various leathers at least one with hairs present,Leather,Shoe heel fragments,,,,,,,no,,S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
4,SKH02,68,911,Left foot welted construction. Sole wide waist and seat area with grain/flesh seam SL 7mm. Middle packing at seat held by large iron nail. Large D-shaped stacked leather heel with wooden pegs and 2 large iron nails from a repair clump now missing. Heel Ht 23mm. Adult male size,Leather,"Shoe bottom, welted",,160,,93,,,no,,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
8,SKH03,176,1271,trimming,Leather,"Waste, secondary",bovine,171,,7,,3,,,S5.5,1800,1830,1800-1830,1780-1840,Pantry/Study & Library
128,SKH05,1617,7206,"small stacked leather heel, more 'egg-shaped' than D-shaped comprising at least 3 thick layers held together by large oval sectioned wooden pegs (one present) Present Ht c 15mm. Heel from a womans shoe",Leather,Shoe heel,bovine,45,30,40,,,no,,S6.1,1720,1760,1720-1760,1720-1780,Bishops Living Quarters
95,SKH05,1301,6915,"3 layers and top piece (or seat) of D-shaped stacked leather heel with large peg holes in the centre and stitching in stitching channel around the edge. 1 layer cattle, 1 appears to be sheep/goat",Leather,Shoe heel,"cattle, sheep/goatskin",62,,66,,,no,,S6.2,1760,1800,1760-1800,1750-1810,Bishops Living Quarters
129,SKH05,1627,7169,fragment of degraded leather all edges broken but suggestion of a torn grain/flesh seam in two areas with a max of 2 stitch holes visible and oval hole in the centre. Likely to be from a shoe bottom unit component with peg hole,Leather,"Shoe bottom unit, fragment","bovine, probably, much of grain surface lost",70,,35,,2.5,no,"felt trimmings, offcuts and stitched",S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
130,SKH05,1627,7170,"tick' shaped trimming with a skived edge and triangular section, single grain/flesh hole suggests it was cut from a used item and is cobbling waste",Leather,"Waste, secondary","bovine, compacted",55,,16,,2,,"textile, woven, and trimmings and other offcuts",S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
131,SKH05,1679,7202,small triangular fragment cut from the edge of an iron riveted shoe bottom component,Leather,Shoe bottom part,cattle hide,31,,10,,2,yes,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
132,SKH05,1679,7202,piece cut along the edge of a grain/flesh seam,Leather,Shoe bottom part,"bovine, worn",53,6,16,,2,yes,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
133,SKH05,1679,7202,small crescentic piece cut from a bottom component with 2 grain/flesh stitches present,Leather,Shoe bottom part,cattle hide,34,,28,,3,yes,felt trimmings,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
170,SKH06,2438,9854,small rectangular fragment of compacted leather likely to come from a shoe bottom component and small fragment broken from aroud an oval wooden peg hole,Leather,Shoe bottom fragment,no grain pattern,39,,13,,1,no,,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
107,SKH05,1406,6936,"Lift from large D-shaped stacked leather heel with oval peg holes in centre and round the edge, leather much degraded, light brown 'gingery' colour",Leather,Shoe heel,cattle hide,68,,71,,3,no,,S7.2,1760,1800,1760-1800,1750-1810,Vestibule & Corridor
171,SKH06,2464,9857,triangular offcut possibly an intersectional cutting piece,Leather,"Waste, secondary",bovine,39,,20,,2,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
172,SKH06,2465,9855,narrow trimming curved,Leather,"Waste, secondary",too small to see,66,,3,,1,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
173,SKH06,2467,9866,triangular trimming,Leather,"Waste, secondary",bovine,35,,19,,3,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
174,SKH06,2467,9866,longer triangular piece,Leather,"Waste, secondary",possibly sheep/goat,56,,23,,1,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
175,SKH06,2467,9866,"narrow trimming, much soil adhering",Leather,"Waste, secondary",,39,,5,,2,,,S8.1,1720,1750,1720-1750,1720-1750,Nursery
176,SKH06,2467,9866,trimming,Leather,"Waste, secondary",possibly sheep/goat,81,,9,,1,,felt,S8.1,1720,1750,1720-1750,1720-1750,Nursery
177,SKH06,2471,9838,"six scraps of very fine leather with all edges torn, one piece appears to havea deliberate fold/pleat another has a vertical scored line present. Possibly from a highly fragmentary pouch. Heavily worn",Leather,Pouch?,sheepskin?,,,,,0.5,no,felt,S8.1,1720,1750,1720-1750,1720-1750,Nursery
15,SKH03,465,2223,heavily degraded area cut from waist area of shoe bottom component with double line of peg holes along each side. Adult male size,Leather,"Shoe bottom, ?pegged",bovine,62,,70,,4.5,yes,,S8.3,1800,1850,1800-1850,1780-1870,Nursery/Private Chambers
1,SKH02,9,910,"Strap terminal with slightly cropped corners, obliquely cut from rest of the strap. Large oval hole and grain/flesh stitching to attach a second piece",Leather,Strap,cattle hide,23,,21,,2,yes,Horn,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
2,SKH02,10,907,"moulded fragment with curved profile, slightly tapering in width, wider end worn, narrower end broken, sides appear cut. Part of a case of some sort possibly for a pipe. Grain pattern removed, black in colour",Leather,Moulded fragment,prob bovine,36,17,22,D 19,2,?yes,,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
7,SKH03,174,1111,"Right  foot brass riveted construction. Square toe, natural tread, medium waist no seat present. Sole cut across upper seat, scored line marks position of former heel (now missing). Welt. Leather shank. Insole worn throught at the centre. Small area of vamp with double lapped side seam, textile insock",Leather,"Shoe, brass riveted",vamp  no grain pattern,insole 188,48,67,,2,no,,T1.2,1984,1986,1984-1986,1960-1990,Guðmundur Ólafsson Excavation
373,SKH07,5029,16087,rectangular off cut,Leather,"Waste, secondary","calfskin, unworn",75,,25,,2,,,,,,,,
374,SKH07,0,16079,corner broken from a large stacked leather heel lift with large holes from wooden pegs,Leather,"Shoe heel, part",cattle hide,52,,41,,4.5,no,,,,,,,
