ID2,ID1,Finds No,ID,Unit No,Object,Category,material,Corrosion,Completeness,Size (mm),Fragment,Weight (g),Notes,Building Phase,Start Date,End Date,Real Date,Period_Date,Attribution
1529,1210,8434,a,1552,unidentified,UNID,iron,heavy,fragment,,10,15.1,shattered obj - nail poss,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1530,1590,8663,,1552,unidentified,UNID,iron,heavy,fragment,,2,12.8,straplike obj,S13.2,1750,1800,1750-1800,1750-1810,Main Corridor
1531,1581,8637,,1565,unidentified,UNID,iron,heavy,fragment,105x22x19,1,220,large lump which seems to hold a rect sec shaft - poss chisel- x-ray?,S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
1532,1582,8638,,1565,unidentified,UNID,iron,heavy,fragment,,2,57.9,strapllike - but very wide; poss casing,S7.3,1800,1840,1800-1840,1780-1840,Vestibule & Corridor
1533,1583,8645,,1591,unidentified,UNID,iron,heavy,fragment,,1,1.1,sheet frag,S18.7,1770,1790,1770-1790,1750-1810,Pantry
1534,1584,8646,,1592,unidentified,UNID,iron,heavy,fragment,98L,2,39.8,"large shaft, 2 pieces prob from same object - shank/tang?",C.3,1830,1850,1830-1850,1810-1870,Courtyard
1535,1585,8649,,1595,unidentified,UNID,iron,heavy,fragment,,2,11.5,straplike obj,S18.7,1770,1790,1770-1790,1750-1810,Pantry
1536,1586,8651,,1599,unidentified,UNID,iron,heavy,fragment,,1,5.6,lump,S18.7,1770,1790,1770-1790,1750-1810,Pantry
1537,1587,8652,,1600,unidentified,UNID,iron,heavy,fragment,,1,15.6,strapwork with nail?,S18.7,1770,1790,1770-1790,1750-1810,Pantry
1538,1588,8654,,1604,unidentified,UNID,iron,heavy,fragment,,3,46.9,lumps - 1 has clear sq sec shaft embedded in,S18.7,1770,1790,1770-1790,1750-1810,Pantry
1539,1218,8658,a,1618,unidentified,UNID,iron,heavy,fragment,,1,9.3,lump,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1540,1300,8658,b,1618,unidentified,UNID,iron,moderate,fragment,33x27x9,1,33.7,thick plate like strip - cauldron/stove frag?,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1541,1589,8659,,1626,unidentified,UNID,iron,heavy,fragment,,2,40.6,"shaft like objects, 1 poss nail other tang/shank?",S18.7,1770,1790,1770-1790,1750-1810,Pantry
1542,1219,8660,a,1627,unidentified,UNID,iron,heavy,fragment,,1,12,"long blade like obj, broken in 2",S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1543,1301,8660,b,1627,unidentified,UNID,iron,heavy,fragment,,1,3.9,lump,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1544,1360,8464,c,1627,unidentified,UNID,iron,heavy,fragment,63x12,1,11,poss strapwork with rivet,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1545,1384,8464,d,1627,unidentified,UNID,iron,heavy,fragment,,1,14.6,elongated lump,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1546,1397,8464,e,1627,unidentified,UNID,iron,heavy,fragment,,3,27,shaftlike lumps - prob nails,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1547,1555,7407,,1627,unidentified,UNID,iron,heavy,fragment,,1,10.1,spherical lump - check x-ray; rounded stone in same bag - separated now,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1548,1691,15591,,1627,unidentified,UNID,iron,heavy,fragment,,2,36.2,large shaft like lumps - encased in wood - poss shanks/large nails,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1549,1724,18769,,1627,unidentified,UNID,iron,heavy,fragment,,4,10.4,"shaft like lumps, prob nails",S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1550,1220,8661,a,1630,unidentified,UNID,iron,heavy,fragment,72x70,1,66.3,concave/dished plate in oval shape - poss ladle bowl? Or simply casing/panel,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1551,1302,8661,b,1630,unidentified,UNID,iron,heavy,fragment,,2,10.7,2 thin strap-like pieces,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1552,1591,8664,,1634,unidentified,UNID,iron,heavy,fragment,,2,25.3,"1 strapwork/casing like obj, another nail-like objet",S10.1,1700,1740,1700-1740,1690-1750,Kitchen
1553,1288,8466,b,1641,unidentified,UNID,iron,heavy,fragment,,1,12.3,triangualr shaped with project shaft,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1554,1211,8468,a,1644,unidentified,UNID,iron,heavy,fragment,,2,21.4,shaft like lumps,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1555,1596,8707,,1650,unidentified,UNID,iron,heavy,fragment,,1,21.9,lump,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1556,1592,8673,,1655,unidentified,UNID,iron,heavy,fragment,,1,23.1,rect piece?,C.4,1850,1890,1850-1890,1840-1900,Courtyard
1557,1593,8674,,1659,unidentified,UNID,iron,heavy,fragment,,2,18.4,lumps,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1558,1594,8676,,1665,unidentified,UNID,iron,heavy,fragment,,2,18,lumps,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1559,1559,8477,,1670,unidentified,UNID,iron,heavy,fragment,,1,2.7,"broken in 2, shaftlike",C.3,1830,1850,1830-1850,1810-1870,Courtyard
1560,1595,8682,,1693,unidentified,UNID,iron,heavy,fragment,,1,6.8,lump - concretion,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1561,1607,11874,,1721,unidentified,UNID,iron,heavy,fragment,,1,8.2,lump,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1562,1608,11875,,1728,unidentified,UNID,iron,heavy,fragment,,1,29,lump,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1563,1609,11876,,1730,unidentified,UNID,iron,heavy,fragment,,1,8.5,lump - poss nail head,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1564,1225,11879,a,1740,unidentified,UNID,iron,heavy,fragment,,1,2.4,lump,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1565,1307,11879,b,1740,unidentified,UNID,iron,heavy,fragment,75L,1,19.4,shaft-like - poss large nail or shank,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1566,1610,11878,,1740,unidentified,UNID,iron,heavy,fragment,,4,40.3,lumps,S18.6,1760,1770,1760-1770,1750-1780,Pantry
1567,1611,11880,,1742,unidentified,UNID,iron,heavy,fragment,,1,9.1,lump - shaft?,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1568,1364,11881,c,1744,unidentified,UNID,iron,heavy,fragment,,1,22.9,encrusted lump,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1569,1308,11882,b,1781,unidentified,UNID,iron,heavy,fragment,45x7x4,1,3.7,"small barr, tapered on 2 sides to v. Thin edge - broken at thin end",S5.4,1780,1800,1780-1800,1780-1810,Pantry/Study & Library
1570,1629,11924,,1809,unidentified,UNID,iron,heavy,fragment,"39L,",1,21.4,large headed nail or chisel/punch?heavily encrusted,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1571,1600,11585,,1814,unidentified,UNID,iron,heavy,fragment,,3,9.3,shaft like lumps,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1572,1612,11885,,1815,unidentified,UNID,iron,heavy,fragment,,2,35.2,lumps,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1573,1613,11886,,1817,unidentified,UNID,iron,heavy,fragment,,2,7.7,lumps,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1574,1226,11887,a,1818,unidentified,UNID,iron,heavy,fragment,,1,66.3,plate-like object,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1575,1309,11887,b,1818,unidentified,UNID,iron,heavy,fragment,,1,9.6,shaft like,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1576,1614,11888,,1819,unidentified,UNID,iron,heavy,fragment,,3,31,shaft like,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1577,1615,11889,,1821,unidentified,UNID,iron,heavy,fragment,,1,6,lump,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1578,1601,11589,,1825,unidentified,UNID,iron,heavy,fragment,,2,10.4,shaft like lumps,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1579,1616,11890,,1826,unidentified,UNID,iron,heavy,fragment,,2,14.4,lumps,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1580,1617,11891,,1827,unidentified,UNID,iron,heavy,fragment,,2,25.9,"shaft like lumps, poss nails",S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1581,1618,11892,,1840,unidentified,UNID,iron,heavy,fragment,,1,6.4,shaft like lump,C.4,1850,1890,1850-1890,1840-1900,Courtyard
1582,1619,11895,,1850,unidentified,UNID,iron,heavy,fragment,90x85,1,128.7,U-shaped lump - too heavily encrusted to ID; prob not a horseshoe,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1583,1733,19376,,1855,unidentified,UNID,iron,heavy,fragment,,1,1.1,small frag,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1584,1620,11899,,1861,unidentified,UNID,iron,heavy,fragment,,1,16.5,rect shaped lump with textile yarn adhering to it,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
1585,1621,11900,,1861,unidentified,UNID,iron,heavy,fragment,,1,15.9,lump -poss nail,S31.2,1700,1720,1700-1720,1690-1720,Bishops Dining Room
1586,1602,11596,,1868,unidentified,UNID,iron,heavy,fragment,,1,5.5,shaft like,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1587,1603,11606,,1901,unidentified,UNID,iron,heavy,fragment,"14 diam,",1,10.6,"rod like/round sec shaft, curved/bent -thick  chain or handle?",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1588,1622,11908,,1901,unidentified,UNID,iron,heavy,fragment,,2,141.3,heavy lumps,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1589,1623,11910,,1905,unidentified,UNID,iron,heavy,fragment,,1,13.1,"oval disc shaoed object, broken in 2",S4.1,1720,1760,1720-1760,1720-1780,Lodge/Dining Room & Chambers
1590,1310,11912,b,1913,unidentified,UNID,iron,heavy,fragment,,2,48.6,lumps - slag-like,S18.5,1740,1760,1740-1760,1720-1780,Pantry
1591,1624,11913,,1915,unidentified,UNID,iron,heavy,fragment,,1,16.8,lump,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1592,1625,11915,,1928,unidentified,UNID,iron,heavy,fragment,,2,10.9,"1 lump, 1 sheet frag",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1593,1227,11916,a,1935,unidentified,UNID,iron,heavy,fragment,30,1,22.5,round lump; too much concretion,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1594,1311,11916,b,1935,unidentified,UNID,iron,heavy,fragment,40x12x9,1,17.2,"bar, broken at 1 end, poss 2",MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1595,1224,11853,a,1939,unidentified,UNID,iron,heavy,fragment,,1,16.6,rivet/nail head?,S18.5,1740,1760,1740-1760,1720-1780,Pantry
1596,1388,18842,d,1945,unidentified,UNID,iron,heavy,fragment,,1,10.4,straplike lump,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1597,1651,12471,,1960,unidentified,UNID,iron,heavy,fragment,,1,1.5,poss shaft,S18.5,1740,1760,1740-1760,1720-1780,Pantry
1598,1626,11919,,1964,unidentified,UNID,iron,heavy,fragment,,1,5,thin plate frag - poss blade,S10.3,1760,1800,1760-1800,1750-1810,Kitchen
1599,1598,10200,,1972,unidentified,UNID,iron,moderate,fragment,"37L, 3 Th",1,5,poss terminal of strapwork; wedge shaped end welded onto flat strap;one side very flat,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1600,1627,11921,,1978,unidentified,UNID,iron,heavy,fragment,,4,52.6,misc lumps,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1601,1628,11922,,1989,unidentified,UNID,iron,heavy,fragment,137x30x15,1,66.2,heavily encrusted but lightweight - prob strapwork of some kind or scale tang from a cleaver,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1602,1604,11648,,2033,unidentified,UNID,iron,heavy,fragment,,1,8.9,shaft like lump,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1603,1365,11931,c,2062,unidentified,UNID,iron,heavy,fragment,,4,83,"concreted lumps, poss nails embedded",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1604,1725,18860,,2064,unidentified,UNID,iron,heavy,fragment,,6,40,"misc - includes shaft like obj, poss nails",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1605,1722,18385,,2065,unidentified,UNID,iron,heavy,fragment,,1,1.5,twisted strip?,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1606,1303,11663,b,2069,unidentified,UNID,iron,heavy,fragment,,1,1.8,shaft like lump,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1607,1631,11933,,2100,unidentified,UNID,iron,heavy,fragment,,1,21.8,shaft like,S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1608,1632,11936,,2122,unidentified,UNID,iron,heavy,fragment,,2,39.1,"shaft like lumps, prob nails",S17.7,1770,1790,1770-1790,1750-1810,Meat Store
1609,1366,11937,c,2129,unidentified,UNID,iron,heavy,fragment,,7,13.4,misc lumps,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1610,1633,11938,,2132,unidentified,UNID,iron,heavy,fragment,,1,25.1,"shaft like, prob nail - encased in wood and corrosion",IS.1,1650,1720,1650-1720,1630-1720,Interstice
1611,1630,11930,,2149,unidentified,UNID,iron,heavy,fragment,,2,8.8,sheet-like object,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1612,1634,11941,,2152,unidentified,UNID,iron,heavy,fragment,,1,10.3,round head with flat shaft broken near head - caulking iron?,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1613,1312,11944,b,2164,unidentified,UNID,iron,heavy,fragment,,1,36.4,straplike obj,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1614,1229,11945,a,2165,unidentified,UNID,iron,heavy,fragment,,1,34.8,L-shaped shaft - poss pintle or bent nail,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1615,1635,11946,,2166,unidentified,UNID,iron,heavy,fragment,,1,6.7,shaft like lump,C.2-3,1720,1850,1720-1850,1720-1870,Courtyard
1616,1636,11948,,2181,unidentified,UNID,iron,heavy,fragment,,1,84.9,large lump - x-ray?,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1617,1179,10258,161,2185,unidentified,UNID,iron,light corrosion,fragment,29x4,1,3.69,"sq sided, ear-shaped - shear loop?",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1618,1230,11950,a,2192,unidentified,UNID,iron,heavy,fragment,175L,1,74.5,tapering shaft - large,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1619,1313,11950,b,2192,unidentified,UNID,iron,heavy,fragment,,10,194.5,misc lumps,S10.2,1740,1760,1740-1760,1720-1780,Kitchen
1620,1228,11942,a,2195,unidentified,UNID,iron,heavy,fragment,,2,10.7,strap like,C.2,1720,1830,1720-1830,1720-1840,Courtyard
1621,1314,11951,b,2200,unidentified,UNID,iron,heavy,fragment,,1,14.7,lump,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1622,1231,11954,a,2215,unidentified,UNID,iron,heavy,fragment,"103, 3th",1,72.3,large sheet/plate frag; flat - poss from stove?,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1623,1400,11954,e,2215,unidentified,UNID,iron,heavy,fragment,"20 diam, 15 H",1,5.5,domed shaped objc - could be panning around something,S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1624,1406,11954,g,2215,unidentified,UNID,iron,heavy,fragment,36x18x6,1,19.6,"flat bar, tapering to one end with perforation at broken end; poss strapwork",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1625,1416,11954,k,2215,unidentified,UNID,iron,moderate,fragment,"25L, 2th",1,4.3,"flat, mirror-shaped object",S5.2,1740,1760,1740-1760,1720-1780,Bishops Dining Room
1626,1232,11956,a,2220,unidentified,UNID,iron,heavy,fragment,,3,27.7,lumps,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1627,1689,15551,,2220,unidentified,UNID,iron,heavy,fragment,,3,5.6,strap/blade like lump,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1628,1637,11957,,2242,unidentified,UNID,iron,heavy,fragment,,1,1,small frag,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1629,1233,11958,a,2251,unidentified,UNID,iron,heavy,fragment,,4,56.9,plate/sheet frags,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1630,1315,11958,b,2251,unidentified,UNID,iron,heavy,fragment,,5,51,misc lumps,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1631,1638,11959,,2260,unidentified,UNID,?iron,heavy,fragment,,1,8.8,v.light - poss v. Degraded or just mineralized soil,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1632,1222,11732,a,2261,unidentified,UNID,iron,heavy,fragment,,1,11,poss nail - embedded in wood,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1633,1639,11960,,2267,unidentified,UNID,iron,heavy,fragment,,4,25.9,sheet/strapwork of some kind,C.3,1830,1850,1830-1850,1810-1870,Courtyard
1634,1316,11962,b,2271,unidentified,UNID,iron,heavy,fragment,59x16x13,1,23.1,wedge shaped bar?,S6.2,1760,1800,1760-1800,1750-1810,Bishops Living Quarters
1635,1640,11963,,2274,unidentified,UNID,iron,heavy,fragment,,1,47.1,elongated lump in burnt matrix,S18.4,1700,1740,1700-1740,1690-1750,Pantry
1636,1317,11964,b,2284,unidentified,UNID,iron,heavy,fragment,48L,1,2,flattish lump,S6.4,,1890,1890,1870-1900,Millers Workshop
1637,1605,11742,,2284,unidentified,UNID,iron,heavy,fragment,105x11x7,1,30.9,"bar, narrow, rect sect",S6.4,,1890,1890,1870-1900,Millers Workshop
1638,1221,10303,a,2319,unidentified,UNID,iron,moderate,fragment,75x5x3,1,7.2,rect-sect bar - pos tang from an implement,S18.3,1690,1700,1690-1700,1690-1720,Pantry
1639,1688,15550,,2341,unidentified,UNID,iron,moderate,fragment,58x8x5,1,11.7,poss tapering tang (rect sect) broken at shoulder,S25.3,,1720,1720,1690-1720,Boys Lodge (servants?)
1640,1304,11765,b,2349,unidentified,UNID,iron,heavy,fragment,,1,10.6,strap like obj,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
1641,1234,11967,a,2355,unidentified,UNID,iron,heavy,fragment,82x90,1,101.3,"poss spade iron, ladle bowl or just some kind of plating",S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1642,1318,11967,b,2355,unidentified,UNID,iron,heavy,fragment,,1,15.5,rod like lump,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1643,1367,11967,c,2355,unidentified,UNID,iron,heavy,fragment,,1,110,large plate like lump - casing?,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1644,1599,10316,,2365,unidentified,UNID,iron,moderate,fragment,,1,8.8,"looped, rect sect shaft - staple? Looped terminal?",S18.3,1690,1700,1690-1700,1690-1720,Pantry
1645,1235,11968,a,2380,unidentified,UNID,iron,heavy,fragment,,1,7.1,"band curved into semicircle, broken in 1 - poss binding strip",S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
1646,1319,11968,b,2380,unidentified,UNID,iron,heavy,fragment,,1,11.2,lump,S8.2,1750,1800,1750-1800,1750-1810,Nursery/Private Chambers
1647,1641,11969,,2389,unidentified,UNID,iron,heavy,fragment,,2,22.1,lumps,S18.2,1680,1690,1680-1690,1660-1690,Pantry
1648,1642,11970,,2397,unidentified,UNID,iron,heavy,fragment,,1,14.1,shaft like - prob nail,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1649,1643,11972,,2411,unidentified,UNID,iron,heavy,fragment,,1,11.3,rounded lump,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1650,1305,11794,b,2415,unidentified,UNID,iron,heavy,fragment,32L,1,2.9,lump,MC.1,1650,1700,1650-1700,1630-1720,Midden Zone C
1651,1606,11796,,2418,unidentified,UNID,iron,heavy,fragment,,1,13.5,"broken in pieces, lump",S18.2,1680,1690,1680-1690,1660-1690,Pantry
1652,1644,11978,,2442,unidentified,UNID,iron,heavy,fragment,,1,4.4,lump,S10.1,1700,1740,1700-1740,1690-1750,Kitchen
1653,1645,11979,,2444,unidentified,UNID,iron,heavy,fragment,,1,4.5,poss nail head,S10.1,1700,1740,1700-1740,1690-1750,Kitchen
1654,1649,11995,,2455,unidentified,UNID,iron,heavy,fragment,350x230x10,1,,large rectangular plate with 2 concentric ribs attached on one side - very badly corroded; prob a stobve door or stove part,S17.6,1750,1770,1750-1770,1750-1780,Meat Store
1655,1646,11980,,2462,unidentified,UNID,iron,heavy,fragment,72x25x12,1,71.2,wedge shaped bar? Poss chisel?,S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1656,1223,11824,a,2471,unidentified,UNID,iron,heavy,fragment,,2,18.3,"shaft like, nail size",S8.1,1720,1750,1720-1750,1720-1750,Nursery
1657,1306,11824,b,2471,unidentified,UNID,iron,heavy,fragment,80x14x12,1,30.2,bar or strip-like,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1658,1320,11984,b,2472,unidentified,UNID,iron,heavy,fragment,,1,14.2,shaft likem prob nail or clench bolt,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1659,1321,11985,b,2474,unidentified,UNID,iron,heavy,fragment,,1,15.3,"shaft like, poss nail",S8.1,1720,1750,1720-1750,1720-1750,Nursery
1660,1647,11986,,2476,unidentified,UNID,iron,heavy,fragment,,1,7.8,lump,S8.1,1720,1750,1720-1750,1720-1750,Nursery
1661,1687,15549,,2491,unidentified,UNID,iron,heavy,fragment,,1,24.7,"long, shaft/strap like, heavily encrusted",S7.1,1720,1760,1720-1760,1720-1780,Vestibule & Corridor
1662,1177,10386,84,2514,unidentified,UNID,iron,light corrosion,fragment,shaft diameter 2mm; complete length 25,1,0.54,poss part of a staple; had wood adhering to shaft.,S18.1,1670,1680,1670-1680,1660-1690,Pantry
1663,1650,12034,,2517,unidentified,UNID,iron,heavy,fragment,52x13x9,1,29.5,bar like - tang/shank?,S18.1,1670,1680,1670-1680,1660-1690,Pantry
1664,1652,12480,,2527,unidentified,UNID,iron,heavy,fragment,53x9x4,1,7.5,"small flat strip, poss complete",S10.1,1700,1740,1700-1740,1690-1750,Kitchen
1665,1690,15565,,2537,unidentified,UNID,iron,heavy,fragment,,1,2.4,sq sect shaft frag?,S10.1,1700,1740,1700-1740,1690-1750,Kitchen
1666,1648,11992,,2539,unidentified,UNID,iron,heavy,fragment,,1,324.9,"large, slightly concave lump; poss cauldron or stove frag but too encrusted to ID",S10.1,1700,1740,1700-1740,1690-1750,Kitchen
1667,1721,18322,,2550,unidentified,UNID,iron,heavy,fragment,,1,6.9,oval lump,S27.1,1700,1720,1700-1720,1690-1720,Passage
1668,1236,14780,a,2571,unidentified,UNID,iron,heavy,fragment,,1,20.7,disc shaped lump,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1669,1322,14780,b,2571,unidentified,UNID,iron,heavy,fragment,,2,3.4,"shaft like, 1 bent, nail size",S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1670,1706,16798,,2577,unidentified,UNID,iron,heavy,fragment,55L,1,7.7,flat blade-like object - but poss strapwork of some kind,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1671,1668,14880,,2579,unidentified,UNID,iron,moderate,fragment,"95, 6Th",2,150.1,"thick iron plate, poss from a vessel or perhaps stove",S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1672,1655,14669,,2581,unidentified,UNID,?organic,,,"21 diam, 7 th",1,4.8,irreg circular lump - may have iron in somewhere but looks mostly organic,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1673,1324,14878,b,2594,unidentified,UNID,iron,heavy,fragment,,3,51.4,poss strapwork,S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1674,1239,14888,a,2613,unidentified,UNID,iron,heavy,fragment,73x39x5,1,54.5,"thick plate, rect shaped - poss mount/strapwork?",S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1675,1326,14888,b,2613,unidentified,UNID,iron,heavy,fragment,50x12x13,1,17.7,"sq sect rod, split longitudinally along multiple lines; poss ingot",S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1676,1675,14903,,2623,unidentified,UNID,iron,heavy,fragment,32x7,1,3.1,"wedge shaped bar, small",S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1677,1731,19158,,2634,unidentified,UNID,iron,heavy,fragment,,1,8.3,poss nail or bent shaft,S17.2,1690,1700,1690-1700,1690-1720,Meat Store
1678,1679,14927,,2638,unidentified,UNID,iron,heavy,fragment,22x15x1,1,0.6,rect sheet frag - poss strapwork,S25.2,1710,1720,1710-1720,1690-1720,Boys Lodge (servants?)
1679,1659,14700,,2645,unidentified,UNID,iron,heavy,fragment,,1,18.1,socket/strapwork?,S17.3,1700,1710,1700-1710,1690-1720,Meat Store
1680,1716,16970,,2665,unidentified,UNID,iron,heavy,fragment,,1,4.8,shaft like lump,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1681,1662,14731,,2682,unidentified,UNID,iron,heavy,fragment,,1,2,strap/blade like lump,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1682,1661,14705,,2683,unidentified,UNID,iron,heavy,fragment,,1,11,lump,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1683,1682,14957,,2683,unidentified,UNID,iron,heavy,fragment,2-4 th,3,5.9,small sheet/plate frags,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1684,1677,14912,,2685,unidentified,UNID,iron,heavy,fragment,1 th,3,2.2,"sheet frags, small",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1685,1671,14892,,2686,unidentified,UNID,iron,heavy,fragment,,2,57.5,lumps; needs x-ray,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1686,1238,14887,a,2692,unidentified,UNID,iron,heavy,fragment,45L,1,14,"lump, heavy encrustation",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1687,1325,14887,b,2692,unidentified,UNID,iron,heavy,fragment,98x9x6,1,26,flat bar with protusion on one side an flaring out at one end; poss bolt slider? Strapwork?,S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1688,1698,16673,,2695,unidentified,UNID,iron?,moderate,fragment,"16, 2 thick",1,0.6,"round sectioned wire curved into semi-circle - both ends broken, prob from ring/loop; not heavy enough for lead",S23.1,1700,1720,1700-1720,1690-1720,Bishops Living Quarters
1689,1669,14882,,2696,unidentified,UNID,iron,moderate,complete,130x18x11,1,155.2,"bar with perforation - presumably at both ends, but one too concreted to see; some fixture prob",S17.5,1720,1750,1720-1750,1720-1750,Meat Store
1690,1670,14886,,2712,unidentified,UNID,?iron,heavy,fragment,,3,18.9,"lumps - very lightweight, possibly slag; very encrusted",S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1691,1683,14962,,2712,unidentified,UNID,iron,heavy,fragment,"1,5th",1,1.3,sheet frag,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1692,1685,14987,,2719,unidentified,UNID,iron,heavy,fragment,"30x12x1,5",1,2.3,tongue-shaped sheet; ?spoon terminal; strapwork?,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
1693,1695,16669,,2719,unidentified,UNID,iron,heavy,fragment,,1,0.4,sheet frag,S17.4,1710,1720,1710-1720,1690-1720,Meat Store
