Sherd group,Finds_No,Context,Group,Refits,Similar to,Vessel ID,Same as VID,Fabric code,ICP,Fabric Group,Broad fabric,Vessel type,Vessel group,Food type,Number of sherds,evrep,batch,Weight,eve (%rim),eve (%base),size (mm),Rim form,Decorated,colour,Decorative method,Pattern class,Pattern type,Matching set,Moulding method,Moulding type,Repair hole,Residue,Sooting,Burnt,Use-wear,Makers mark,Date,Notes,Photo,Building Phases_Building Phase,Real Date,Start date,End date,Period_Date,Attribution,GroupNo,Space,Unit type,Unit entropy,Sieved,,
4212,1179,188,,,,,,Lower Saxony stoneware,,Stoneware_LS,ST,closed vessel,hollow ware,,1,,TRUE,5.6,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"mid brown ext, thick-walled - jar?",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4213,1084,1,,,,,,Frechen stoneware,,Stoneware_Rhen,ST,bottle,tableware,cold drink,1,,TRUE,20.9,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4214,1084,1,,,,,,Lower Saxony stoneware,,Stoneware_LS,ST,closed vessel,hollow ware,,1,,TRUE,6.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"brown ext, prob small jar",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4215,1084,1,,,,,,Rhenish stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,85,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"uneven ext brown slip, prob jar",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4216,1084,1,,,,,,unglazed stoneware (Rhineland?),,Stoneware_Rhen,ST,,,,1,,TRUE,0.9,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,poss costrel,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4217,1084,1,,4220,,,,Hohr stoneware,,Stoneware_Rhen,ST,bottle,tableware,cold drink,1,,TRUE,9,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,c.1770-1850,"shoulder and neck of small mineral water bottle, uneven tan ext. Slip",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4218,1084,1,,,,,,Westerwald stoneware,,Stoneware_Rhen,ST,,,,2,,TRUE,6.4,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"cream coloured, prob monochrome, thin-walled; unglazed int.",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4219,1084,1,,,,,,Westerwald stoneware,,Stoneware_Rhen,ST,,,,1,,TRUE,0.3,,,,,Decorated,blue,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,small sherd with blue cobalt decoration; prob jug,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4220,1211,198,,4217,,,,Hohr stoneware,,Stoneware_Rhen,ST,bottle,tableware,cold drink,3,,TRUE,11,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,shoulder; refits with 4217,FALSE,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,,
4221,1211,198,,,,,,Langerwehe stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,2,,TRUE,1.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,small body sherds,FALSE,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,,
4222,1211,198,,,,,,Rhenish stoneware,,Stoneware_Rhen,ST,,,,1,,TRUE,0.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"small, thin-walled - neck of jar?",FALSE,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,,
4223,20,22,,,,,,Bristol glaze stoneware,,Stoneware_Eng,ST,jar,storage/utility,storage,1,,TRUE,2.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,1830/60+?,shoulder - prob bristol glazed stoneware but very burnt and hard to identify with certainty.,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4224,1,85,,,,,,Frechen stoneware,,Stoneware_Rhen,ST,bottle,tableware,cold drink,1,,TRUE,17,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body of prob bottle - nr base,FALSE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
4225,106,123,,,,1012,,Rhenish stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,3.4,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body, cream-grey fabric - prob Westerwald/Hohr, base of jug/bottle",FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
4226,106,123,,,,1010,,Frechen stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,3.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body, prob bottle",FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
4227,106,123,,,,,,Lower Saxony stoneware,,Stoneware_LS,ST,closed vessel,hollow ware,,6,,TRUE,55.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"tan brown ext, larg jar prob, buff-pale grey fabric",FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
4228,90,93,,,,1149,,Staffordshire white salt glazed,,Stoneware_Eng,ST,saucer,tableware,hot drink,2,1,FALSE,7.8,17,,120,,Decorated,blue,Sgrafitto,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1740-1780,rim of scratch blue saucer,TRUE,S4.4,1800-1840,1800,1840,1780-1840,Pantry/Kitchen,825,301,Floor,in situ,FALSE,,
4229,90,93,,,,,483,Westerwald stoneware,,Stoneware_Rhen,ST,jug,tableware,cold drink,1,,TRUE,20.5,,,,,Decorated,polychrome,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1665/1720-1760,blue & purple with medallion and daisy in double ring,FALSE,S4.4,1800-1840,1800,1840,1780-1840,Pantry/Kitchen,825,301,Floor,in situ,FALSE,,
4230,90,93,,,,,,Rhenish stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,4,,TRUE,58.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"uneven ext brown wash, even int slip; could be Langerwehe or Raeren, prob former",FALSE,S4.4,1800-1840,1800,1840,1780-1840,Pantry/Kitchen,825,301,Floor,in situ,FALSE,,
4231,109,125,,,,,,Rhenish stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,1,FALSE,10.4,,16,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,16/17 c?,"base of prob small jug, uneven ext. Brown glaze - poss early Raeren? Looks fairly early",FALSE,S21.4,1770-1790,1770,1790,1750-1810,School Room,153,878,Fireplace,disturbed,TRUE,,
4232,109,125,,,,1273,,Seigburg unglazed stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,1.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,16/17 c?,neck of jug or body of tankard; rilled,FALSE,S21.4,1770-1790,1770,1790,1750-1810,School Room,153,878,Fireplace,disturbed,TRUE,,
4233,92,94,,,,,,Frechen stoneware,,Stoneware_Rhen,ST,bottle,tableware,cold drink,1,,TRUE,17.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body/shoulder, prob bottle",FALSE,S21.5,1790,1790,1790,1780-1810,School Room,81,81,Floor,in situ,FALSE,,
4234,111,136,,,,,,Lower Saxony stoneware,,Stoneware_LS,ST,,,,1,,TRUE,1.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"ochre-tan ext, grey fabric - prob LS; thin-walled, small jar?",FALSE,S21.4,1770-1790,1770,1790,1750-1810,School Room,153,878,Fireplace,disturbed,FALSE,,
4235,1163,189,,,,,,Rhenish stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,2.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,thin-walled - small jar?,FALSE,S32.1,1850-1890,1850,1890,1840-1900,Forge,48,48,Midden,in situ,FALSE,,
4236,1260,191,,,,,,Lower Saxony stoneware,,Stoneware_LS,ST,,,,1,,TRUE,2,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"thin-walled, prob small jar; dark brown, glossy ext, nice orange wash int, pale grey fabric",FALSE,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,,
4237,6,108,,,,1014,,Westerwald stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,2.1,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body - prb bottle/jug,FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
4238,6,108,,,,320,,Lower Saxony stoneware,,Stoneware_LS,ST,jar,storage/utility,storage,18,1,FALSE,151.1,15,5,55,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"large, narrow-mouther jar - not  a costrel; tan brown ext, buff-pale grey fabric, orange-cream int. Slip",FALSE,S29.1,1780-1790,1780,1790,1780-1810,Infirmary,3029,3029,Floor,in situ,FALSE,,
4239,1120,167,,,4181,271,,Rhenish stoneware,,Stoneware_Rhen,ST,jar,storage/utility,storage,4,1,FALSE,33.5,18,,80,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"brown; identical vessel to #4181, poss same as?",FALSE,S5.5,1800-1830,1800,1830,1780-1840,Pantry/Study & Library,908,329,Floor,disturbed,FALSE,,
4240,1219,232,,,,,,Frechen stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,1.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"small body, prob bottle",FALSE,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,,
4241,1240,233,,,,,,Frechen stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,2,,TRUE,12.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body, prob bottle",FALSE,S20.3,1700-1750,1700,1750,1690-1750,School Dormitory,190,733,Floor,in situ,TRUE,,
4242,1037,166,,4181,,,383,Rhenish stoneware,,Stoneware_Rhen,ST,jar,storage/utility,storage,2,1,FALSE,51.2,22,,80,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"rim & body, refits jar  4181; slightly mis-shapen - not a waster, but clearly second-rate quality",FALSE,S9.2,1800-1880,1800,1880,1780-1900,Living Quarters,1100,1100,Wall,disorganized,FALSE,,
4243,21,1,,,,,,Staffordshire white salt glazed,,Stoneware_Eng,ST,saucer,tableware,hot drink,2,1,FALSE,1.7,10,,120,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1720-1780,rims - poss 2 different vessels,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4244,21,1,,,,,,Westerwald stoneware,,Stoneware_Rhen,ST,,,,3,,TRUE,8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,18/19 c,blue painted/monochrome - bottle prob.,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4245,21,1,,,,,,Westerwald stoneware,,Stoneware_Rhen,ST,jug,tableware,cold drink,1,,TRUE,5.9,,,,,Decorated,polychrome,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,c. 1665-1770,blue & purple with medallion and daisy in double ring,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4246,21,1,,,,,,yellow ware,,Refined earthenware,REW,,,,1,,TRUE,1.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,19/20 c.,body,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4247,21,1,,,,,,Lower Saxony stoneware,,Stoneware_LS,ST,closed vessel,hollow ware,,3,,TRUE,24.6,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body, 2-3 different vessels, prob jars",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4248,21,1,,,,,,Rhenish stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,,TRUE,4.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body - small jar?,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4249,21,1,,,,,,Rhenish stoneware,,Stoneware_Rhen,ST,closed vessel,hollow ware,,1,1,FALSE,20.7,,100,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,pedestal foot of small drug pot/flask,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4250,21,1,,,,,,Lower Saxony stoneware,,Stoneware_LS,ST,closed vessel,hollow ware,,2,1,FALSE,100.6,,30,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"base of large jar prob, 105mm diam foot; fabric grey to orange - could be LS? But int. Slip looks more Rhenish",FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4251,21,1,,,,,,flowerpot ware,,URED,OTHER,,,,2,,TRUE,3.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,19/20 c?,body sherds - prob from flower/herb pot,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4252,10958,2470,,,,,,faience,,TGE_F,TGE,,,,2,,FALSE,1.8,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body sherds, glaze all gone",FALSE,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2453,2344,Floor,in situ,FALSE,,
4253,10959,2471,,,,933,,Danish redware B,,GRE,CEW,dish,tableware,dry food,1,,TRUE,4.4,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,glazed int only; prob dish/plate,FALSE,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2453,2344,Floor,in situ,FALSE,,
4254,10959,2471,,,,935,,Frechen whiteware,,GWE,CEW,open vessel,flat ware,,1,,TRUE,0.8,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"green glazed int, thin-walled - small dish/plate?",FALSE,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2453,2344,Floor,in situ,FALSE,,
4255,926,226,,,,,,Danish redware A,,GRE,CEW,cauldron/pipkin,cooking,cooking,1,1,FALSE,39.8,15,,200,5,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used for cooking,FALSE,,"rim of large pipkin or cauldron; unglazed ext, green glazed int.; ext sooted. Everted flanged rim bent at one place as if to form slight spout",TRUE,M.1,1500-1600,1500,1600,,Mound (Kyndluholl),200,200,Construction,in situ,FALSE,,
4256,7525,1327,,,,,,Danish redware A,,GRE,CEW,open vessel,flat ware,,1,,TRUE,3.5,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,int. white slip with green glaze over; non/splash glaze ext; prob dish,FALSE,MC.2,1700-1750,1700,1750,1690-1750,Midden Zone C,634,1070,Wall,disorganized,TRUE,,
4257,10959,2471,,,,,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,1,,TRUE,3.2,,,,,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used for cooking,FALSE,,"unglazed ext, glazed int: ext sooted - prob pipkin/cauldron",FALSE,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2453,2344,Floor,in situ,FALSE,,
4258,7583,1419,,,,154,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,5,1,FALSE,15.7,22,,90,8,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,1625+,"Small pipkin/cauldron with slightly spouted lip, upright/collared rimm with grooves and vertical slip dashes on rim and curves on body; glazed int & ext.",TRUE,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE,,
4259,10959,2471,,,,,,Danish redware A,,GRE,CEW,open vessel,flat ware,,1,,TRUE,7.5,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used for cooking,FALSE,,body - prob from dish but could be skillet; prob undecorated,FALSE,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2453,2344,Floor,in situ,FALSE,,
4260,10695,1860,,,4308,,269,Frechen whiteware,,GWE,CEW,bowl (wall-sided),tableware,wet food,1,,TRUE,2,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,green spot glaze over white slip decoration; deep ochre yellow colour; neck of jar/jug - or even pipkin,FALSE,S17.8,1790-1830,1790,1830,1780-1840,Midden,1680,1680,Wall,disorganized,FALSE,,
4261,2783,571,,,,291,,Rhenish whiteware,,GWE,CEW,dish,tableware,dry food,2,1,FALSE,30,,18,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"yellow int glaze, unglazed ext; 100mm diam base - plate/dish",FALSE,S20.1,1650-1670,1650,1670,1630-1690,School Dormitory,436,733,Floor,in situ,TRUE,,
4262,100,112,,,,,,redware A,,GRE,CEW,closed vessel,hollow ware,,1,,TRUE,17.9,,,,,Decorated,,Slipped,Geometric,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body from carinated bowl - pipkin, porringer or chamber pot; white scroll slip",FALSE,S4.6,1890,1890,1890,1870-1900,Pantry/Kitchen,300,300,Wall,disorganized,FALSE,,
4263,10722,1903,,,,1323,,Danish redware B,,GRE,CEW,open vessel,flat ware,,4,,TRUE,33,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used for cooking,FALSE,,"green glazed int with faint white sliptrail under, unglazed exterior; prob from skillet or dish",FALSE,S31.2,1700-1720,1700,1720,1690-1720,Bishops Dining Room (earlier),1904,1904,Midden,disturbed,FALSE,,
4264,10959,2471,,,,159,,Danish redware A,Lubeck,GRE,CEW,pipkin/cauldron,cooking,cooking,1,1,FALSE,11.8,8,,120,8,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,17 c.+,rilled upright collar with white slip dashes over; glazed int & ext.,TRUE,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2453,2344,Floor,in situ,FALSE,,
4265,2132,468,,,,,,Blackware,,GRE,CEW,jar,storage/utility,storage,1,,TRUE,7.5,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body sherd, prob from jar",FALSE,S4.3,1780-1800,1780,1800,1780-1810,Lodge/Dining Room & Chambers,799,301,Floor,in situ,TRUE,,
4266,7486,1,,,,,,white slipped (internally) glazed red earthenware,,GRE,CEW,open vessel,flat ware,,1,,TRUE,11.9,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,?used in cooking,FALSE,,sooted ext - prob used in cooking; from dish prob,FALSE,LH,1958,1958,1958,1930-1960,Levelling Horizon,752,752,Demolition,disorganized,FALSE,,
4267,7578,1412,,5099,"4540, 5026",,414,Sunderland brownware,,GRE,CEW,jar,storage/utility,storage,1,,TRUE,10.4,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"body, prob from jar; incised wavy lines under glaze",FALSE,S18.8,1790-1830,1790,1830,1780-1840,Midden,1335,1335,Wall,disorganized,FALSE,,
4268,10799,2106,,,,,,Danish redware B,,GRE,CEW,open vessel,flat ware,,1,,TRUE,1.8,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,green glaze over white slip-trail; prob base of dish/plate; underside unglazed,FALSE,MC.1,1650-1700,1650,1700,1630-1720,Midden Zone C,634,2008,Midden,in situ,TRUE,,
4269,2140,164,,,,259,,flowerpot ware,,URED,OTHER,flower/herb pot,other,,1,1,FALSE,27.2,10,,140,,Undecorated,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,late 19/20 c.?,collared rim,TRUE,MA.2,1910-1930,1910,1930,1900-1930,Midden Zone A,3026,3026,Midden,in situ,FALSE,,
4270,7583,1419,,,,,,redware A,Helsingor,GRE,CEW,open vessel,flat ware,,1,,TRUE,1.8,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"clear glaze on back, brown glaze on interior over white slip",FALSE,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE,,
4271,7583,1419,,,,,,Danish redware A,,GRE,CEW,,,,2,,TRUE,2,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,"small body sherds, green glazed one side, clear the other",FALSE,S7.2,1760-1800,1760,1800,1750-1810,Vestibule & Corridor,775,775,Floor,in situ,FALSE,,
4272,7705,1617,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,2,1,FALSE,15.1,,,,,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used for cooking,FALSE,,"1 foot and body sherd; glazed int. Only, sooted ext. Foot has v-shaped groove",FALSE,S6.1,1720-1760,1720,1760,1720-1780,Bishops Living Quarters (later),949,1624,Floor,in situ,TRUE,,
4273,7588,1426,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,4,1,FALSE,23.8,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,17 c.,"handle of pipkin or skillet, Sveinbjarnardóttir type E",TRUE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
4274,7588,1426,,,,172,,Danish redware A,,GRE,CEW,skillet,cooking,cooking,1,1,FALSE,13.4,6,,220,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used for cooking,FALSE,,depressed flange rim with frilling- prob skillet  see Gawronski 642-4; also Sveinbjarnadottir 122; frilling generally early - 14th c?,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
4275,7588,1427,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,3,,TRUE,20.2,,100,,,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used for cooking,FALSE,,"rounded base of skillet/pipkin - or cauldron; ext unglazed, int  glazed",FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,TRUE,,
4276,4767,866,,,,,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,1,FALSE,23.9,,,,,Uncertain,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,very slight use wear,FALSE,,"foot of pipkin/skillet, unglazed ext, v.thin glazed int",FALSE,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,784,751,Drain,in situ,TRUE,,
4277,10959,2471,,,4281,163,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,14,1,FALSE,19.5,3,,,8,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,17 c. +,rim & body sherds; glazed int and only upper half ext.; white slip curved motif; Sveinbjarnardóttir rim type 2.1,FALSE,S8.1,1720-1750,1720,1750,1720-1750,Nursery,2453,2344,Floor,in situ,FALSE,,
4278,10984,2556,,,,,,unglazed white earthenware,,UNID_EW,OTHER,open vessel,flat ware,,1,1,FALSE,98.4,,36,,,Undecorated,,,,,FALSE,,,FALSE,FALSE,FALSE,TRUE,,FALSE,,base and lower part - prob dish?; burnt post-breakage -although could have been used on fire. Poss all glaze has simply come off - could then be Frechen whiteware,FALSE,S18.1,1670-1680,1670,1680,1660-1690,Pantry,1884,1884,Floor,in situ,FALSE,,
4279,10864,2239,,,,179,,Danish redware B,,GRE,CEW,curfew,other,,4,1,FALSE,30.6,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,mid 16 th c?.,handle with frilling on both sides (cf. Gawronski 314; Bartels 723-6) and long straight sherds  - square edged  fire cover? Cf. Gawronski 460,FALSE,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,,
4280,10864,2239,,,,,,Rhenish whiteware,,GWE,CEW,,,,1,,TRUE,10.7,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,base of large vessel,FALSE,S18.4,1700-1740,1700,1740,1690-1750,Pantry,2067,1884,Floor,in situ,TRUE,,
4281,10849,2185,,,4277,1317,,Danish redware A,,GRE,CEW,pipkin/cauldron,cooking,cooking,13,,TRUE,8.8,,,,,Decorated,,Slipped,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,FALSE,,body sherds; prob same vessel as 4277,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,FALSE,,
4282,10849,2185,,,,,,Danish redware A,,GRE,CEW,skillet,cooking,cooking,3,1,FALSE,94.4,,33,,,Undecorated,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,flat base and poss part of cordoned rim - prob from a flat-based skillet; base diam 110mm; glazed int. But partially ext.,FALSE,S5.2,1740-1760,1740,1760,1720-1780,Bishops Dining Room (later),1211,1200,Floor,in situ,FALSE,,
4283,10899,2338,,,4293,1130,,Danish redware A,,GRE,CEW,cooking vessel,cooking,cooking,1,,TRUE,12.8,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,foot of pipkin/cauldron or skillet; prob refits with 4293,FALSE,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2292,1884,Floor,in situ,FALSE,,
4284,10899,2338,,,,,,Danish redware B,,GRE,CEW,cooking vessel,cooking,cooking,1,,TRUE,3.4,,,,,,,,,,FALSE,,,FALSE,FALSE,TRUE,FALSE,used on fire,FALSE,,"body sherd, glazed int (greenish), unglazed ext.",FALSE,S18.3,1690-1700,1690,1700,1690-1720,Pantry,2292,1884,Floor,in situ,FALSE,,
