ID,"Site, year, findnr",FindsNo,Context,Area,Dating,Fragm,Type of context,Preservation condition,Comments,Colour,Geological type,Grain size,Origin,Analyzed by,Type,Part of whetstone,Whetstone size,Nr of grinding surfaces preserved,Description of broad side,Description of narrow side,Description of end peice 1,Description of end peice 2,Cross section,Edges,Use of surfaces,Grooves,Strap attachment,General use,Description,"Sooth, iron, precipitation",Usability,Geological comments and observation,Weight,Length (full),Width (full),Thickness (full),Length (frag),Width (frag),Thickness (frag),Building Phase,Start Date,End Date,Period_Date,Attribution
255,SKH06,12062,2288,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Straight,,Rectangular/unevenly,Sharp,Vawy but smooth,None,None,Extensive,"End and centre piece of a medium sized, light grey whetstone. Thickest around the centre and tapering towards the ends. Smooth but vawy surfaces and sharp edges. Probably not re-used after breakage.",Sooth,Usable,,22,,1.8,1,8.5,,,S17.6,1750,1770,1750-1780,Meat Store
256,SKH06,12063,2340,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,Medium,4,Irregular,Tapering,Irregular shape,,Rectangular/unevenly,Sharp,Vawy but smooth,None,None,Re-used after breakage,"End and centre piece of a medium sized, light grey whetstone. Thickest around the centre and tapering towards the ends. Smooth but vawy surfaces and sharp edges. Probably re-used after breakage. Vague grooves along one broadside, brobably not from grinding but rather erosion.",Iron smear,Usable,,36,,1.8,1.3,9.6,,,S4.1,1720,1760,1720-1780,Lodge/Dining Room & Chambers
257,SKH06,12064,2359,,,1,,Baad,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,,,,,,,,Rough,None,None,Unknown,"Small light grey whetstone fragment, probably from a used whetstone but with rough surfaces. Impossible to estimate original size or shape.",Sooth,Not usable,,5,,,,4.5,1.3,0.5,S25.3,1720,1720,1720-1750,Boys Lodge (servants?)
258,SKH06,12065,2387,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole,Medium,4,Bone shaped/concave,Irregular,Irregular shape,Slanting,Rectangular/unevenly,Sharp,Rough/smooth,None,None,Moderate,"Whole mid grey schist whetstone, moderately used and irregular in shape. Both rough and smooth surfaces. The stone seems have a very hard composition and the quality of perhaps not high?",Iron smear,Usable,Hardstone type?,85,10.7,3,1.6,,,,S6.1,1720,1760,1720-1780,Bishops Living Quarters
259,SKH06,12066,2423,,,1,,Stabile,uncertain whetstone,Very light grey,Sandstone,Medium fine,Unknown,,Whetstone,End piece only,Unknown,4,Tapering,Tapering,Straight,,Square/even sided,Sharp,Smooth,None,None,Unknown,"Uncertain whetstone. Very light grey, possibly sandstone. Square cross section, smooth surfaces and sharp edges. Very regular shape, tapering towards point of breakage.",None,Not usable,Sandstone?,30,,2.3,2.3,3.7,,,S18.2,1680,1690,1660-1690,Pantry
260,SKH06,12067,2464,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,,,,,,,,Rough,None,None,Unknown,"Small light grey whetstone fragment, probably from a used whetstone but with rough surfaces. Impossible to estimate original size or shape.",None,Not usable,,5,,,,6.7,1.1,0.5,S8.1,1720,1750,1720-1750,Nursery
261,SKH06,12068,2471,,,1,,Baad,,Very light grey,Schist,Medium fine,Unknown,,Whetstone fragment,Fragment/raw material,Unknown,,,,,,,,,None,None,Unknown,Fragment of very light grey schist. Uncertain if this has been intended for whetstone use or a fragment of a whetstone. Rough surfaces.,None,Not usable,Schist?,3,,,,1.9,1.7,0.9,S8.1,1720,1750,1720-1750,Nursery
262,SKH06,12069,2472,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,4,Parallel,Parallel,Irregular shape,,Rectangular/unevenly,Sharp,Smooth,None,None,Re-used after breakage,End and centre piece of a light grey whetstone with parallel sides and smooth but a bit convex surfaces. Sooth on the broken end and iron smear and lump stuck in the endpiece. Probably used for a while after breakage but not extensively used.,Sooth,Usable,,20,,1.6,0.9,7.5,,,S8.1,1720,1750,1720-1750,Nursery
263,SKH06,12069,2472,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,2,Tapering,Parallel,Straight,,Rectangular,Sharp,Rough/smooth,None,None,Re-used after breakage,"End and centre piece of a medium or large whetstone, re-used after breakage. Sooth on one endpieces. Slightly irregular shape, smooth surfaces and still usable size.",Sooth,Usable,,30,,2.5,0.8,9.1,,,S8.1,1720,1750,1720-1750,Nursery
264,SKH06,12070,2473,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,4,Parallel,Parallel,Rounded with sharp transition to the side,,Rectangular,Sharp,Smooth,Across edges,None,Moderate,"End and centre piece of a nicely shaped light grey whetstone. Smooth surfaces, sharp edges, rectangular cross section and tapering towards the endpiece. U-shaped groove across the endpiece on the broadside. Probably to grind down a damaged blade. Not re-used after breakage.",None,Usable,,13,,1.1,0.9,6.5,,,S8.1,1720,1750,1720-1750,Nursery
265,SKH06,12071,2475,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,2,Parallel,Irregular,Straight but with hew marks,,Unknown,Irregular,Rough/smooth,None,None,Unknown,Fragmented remains of end and centre piece of a medium or large sized whetstone. Probably broken on the longitude as well across the narrow sides and only smooth surfaces visible on the narrow sides. One broadside rough but smoothened. Not re-used after breakage.,None,Usable,,64,,3.2,,7.5,,1.7,S8.1,1720,1750,1720-1750,Nursery
266,SKH06,12072,2546,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Indeterminable,Indeterminable,Straight but with hew marks,,Rectangular/unevenly,Sharp,Vawy but smooth,None,None,Extensive,Extensively used end-piece of a light grey schist whetstone with sooth covering the end. Irregular shape and smooth but vawy surfaces. Not re-used after breakage.,Sooth,Not usable,,26,,2.9,0.9,5.5,,,S8.1,1720,1750,1720-1750,Nursery
267,SKH06,12072,2546,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Medium,2,Parallel,Parallel,Irregular shape,,Oval/parralel sides,Rounded,Smooth,None,None,Extensive,"End and perhps centre piece of a light grey schist whetstone. Very thin due to extensive use but probably originally bar shaped. Smooth surfaces, rounded edges and oval cross section.",None,Usable,,14,,2.6,0.5,6,,,S8.1,1720,1750,1720-1750,Nursery
268,SKH06,12073,5022,,,2,,Baad,,Mid grey,Schist,Medium fine,Unknown,,Whetstone fragment,Fragment/used,Unknown,1,Indeterminable,Indeterminable,,,Unknown,Rounded,,None,None,Unknown,"Small fragments of a schist whetstone, type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure.",None,Not usable,Frekjubrýni?,9,,,,,,,,,,,
269,SKH06,12073,5022,,,1,,Baad,,Mid grey,Schist,Medium fine,Unknown,,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Straight but with hew marks,,Oval/parralel sides,Rounded,Vawy but smooth,None,None,Unknown,"End piece of a medium sized whetstone. Schist type of uncertatin origin, will need further geological determination. Very laminated and loose grain structure. Mid grey and medium coarse grain structure. Parallel sides, rounded edges and slightly convex grinding surface. Oval square section. Could have been used for a while after breakage?",None,Usable,Frekjubrýni?,83,,3.3,1.8,8.6,,,,,,,
270,SKH06,12490,2362,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,,Indeterminable,Indeterminable,,,Unknown,,,None,None,Unknown,Small light grey schist fragment of a used whetstone. Impossible to determine original size or shape.,None,Not usable,,10,,,,4,2,0.9,S18.3,1690,1700,1690-1720,Pantry
271,SKH07,14469,2521,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Irregular,Irregular,Irregular shape,,Uneven/other,Irregular,Rough/smooth,V-shaped vague,None,Unknown,End piece of a very irregular shaped light grey schist whetstone. Probably from a small whetstone but hard to determine from the remaining part.,None,Not usable,,5.5,,1.1,0.8,3.3,,,S25.2,1710,1720,1690-1720,Boys Lodge (servants?)
272,SKH07,14470,2945,,,2,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Medium,4,Irregular,Irregular,Rounded with sharp transition to the side,Rounded with gradual transition to the side,Oval/parralel sides,Rounded,Vawy but smooth,V-shaped vague,None,Extensive,"Whole whetstone, broken in half but both pieces preserved. Very extensively used light grey schist whetstone, smooth but vawy surfaces and rounded edges. Oval cross section and one V-shaped groove along the end of one narrow side. Thickest around the centre.",Chalk,Usable,,46.74,14.2,2.6,0.8,,,,S17.2,1690,1700,1690-1720,Meat Store
273,SKH07,14471,2694,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,3,Parallel,Parallel,Irregular shape,,Rectangular,Rounded/Sharp,Smooth,None,None,Extensive,"End piece of a light grey whetstone, bar shaped but very extensively used and rather thin. Both sharp and rounded edges and rectangular cross section.",Iron smear,Not usable,,9.33,,1.8,0.5,4.9,,,S23.1,1700,1720,1690-1720,Bishops Living Quarters
274,SKH07,14472,2665,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Medium,3,Irregular,Irregular,Irregular shape,Slanting,Oval/parralel sides,Rounded,Vawy but smooth,None,Indentation for a thong,Re-used after breakage,"Very irregular shaped and extensively used ligt grey whetstone, reused after breakage. Possibly from a large whetstone. Vawy but smooth surfaces with several depressions due to use. Perhaps broken around a hole for suspension or maybe indentation for a thong. At least very strange shape around the upper end piece. The lower end is thinner but has a broader grinding surface.",Precipitaion,Usable,,35.6,8.9,3.4,1.1,,,,S17.4,1710,1720,1690-1720,Meat Store
275,SKH07,14473,2638,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Medium,4,Parallel,Tapering,Straight,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Re-used after breakage,"End and centre piece of a light grey schist whetstone. Almost square cross section, smooth surfaces and both round and sharp edges. Probably re-used for a while after breakage.",Iron smear,Usable,,23.48,7.5,1.4,1.2,,,,S25.2,1710,1720,1690-1720,Boys Lodge (servants?)
276,SKH07,14474,2694,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End and centre piece,Small,2,Tapering,Tapering,Rounded with gradual transition to the side,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Extensive,End and centre piece of a light grey schist whetstone. Smooth surfaces and both round and sharp edges. Rectangular cross section and rounded end.,None,Not usable,,6.89,,1.5,0.5,6,,,S23.1,1700,1720,1690-1720,Bishops Living Quarters
277,SKH07,14475,2616,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Centre piece only,Medium,4,Parallel,Tapering,,,Rectangular,Rounded/Sharp,Vawy but smooth,None,None,Extensive,Centre piece of a light grey schist whetstone. Thickest at the centre and tapering towards both ends. Rounded edges on the breakage and could have been re-used after breakage. Sooth on one narrow side.,Sooth,Usable,,19.2,,2,0.9,6.7,,,S27.1,1700,1720,1690-1720,Passage
278,SKH07,14476,2847,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Indeterminable,Indeterminable,Slanting,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Unknown,End piece of a light grey whetstone. Both sharp and rounded edges and rectangular cross section. Slanting but rounded end piece. Probably from a medium or even large whetstone.,None,Not usable,,18.9,,2.6,0.8,5,,,S25.1,1670,1710,1660-1720,Boys Lodge (servants?)
279,SKH07,14477,2491,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Medium,4,Irregular,Parallel,Rounded with gradual transition to the side,Rounded with gradual transition to the side,Rectangular/unevenly,Rounded/Sharp,Vawy but smooth,None,None,Extensive,"Whole whetstone, very extensively used light grey schist whetstone, smooth but vawy surfaces and both sharp and rounded edges. Rectangular cross section  Thickest around the centre and tapering towards both end pieces. Both ends rounded with gradual transition to the side. Still very usable size.",None,Very usable,,50.46,,,,,,,S7.1,1720,1760,1720-1780,Vestibule & Corridor
280,SKH07,14478,2612,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Medium,4,Parallel,Tapering,Irregular shape,,Rectangular/unevenly,Rounded/Sharp,Smooth,None,None,Unknown,"End piece of a light grey schist whetstone, probably medium or large sized. Could have been re-used for a while after breakage. Smooth surfaces but rather disturbed by post depositional precipitaion.",Precipitaion,Usable,,44.68,,2.5,1.5,6.9,,,C.2,1720,1830,1720-1840,Courtyard
281,SKH07,14479,2683,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Medium,4,Irregular,Tapering,Straight but with hew marks,Irregular shape,Rectangular/unevenly,Irregular,Vawy but smooth,V-shaped vague,None,Extensive,Whole and extensively used whetstone of light grey schist. Irregular shape due to use and groove across the edge of one end piece. Smooth but vawy surfaces.,None,Usable,,18.21,10,1.6,0.9,,,,S23.1,1700,1720,1690-1720,Bishops Living Quarters
282,SKH07,14480,2748,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Medium,2,Irregular,Tapering,Rounded with gradual transition to the side,Straight but with hew marks,Oval/parralel sides,Rounded,Smooth,None,None,Re-used after breakage,Whole but probably re-used end and centre piece of a larger whetstone. Irregular shaped but all surfaces and edges smoot and rounded. A bit vawy and tapering towards the broken end.,Iron smear,Usable,,28.02,7.8,3.2,0.7,,,,S25.1,1670,1710,1660-1720,Boys Lodge (servants?)
283,SKH07,14481,2913,,,1,,Stabile,,Very light grey,Schist,Medium fine,Unknown,,Grinding slap,Whole but chipped,small,1,Irregular,Irregular,Rounded with gradual transition to the side,Straight but with hew marks,Uneven/other,Rounded/Sharp,Rough/smooth,None,None,Re-used after breakage,"Uncertain whetstone, perhaps smoothing stone or grinding slab? One smooth surface. Unusual schist type for whetstone, high micha and coarse grained.Irregular shape.",None,Not usable,,61.98,6.6,2.7,1.9,,,,S17.2,1690,1700,1690-1720,Meat Store
284,SKH07,14483,2944,,,1,,Stabile,,Dark grey,Schist,Very fine,Unknown/Norway,,Whetstone,End and centre piece,Very large,1,Irregular,Irregular,Irregular shape,,Uneven/other,Rounded/Sharp,Rough/smooth,Several types,None,Extensive,"Extensively used, perhaps even re-used after breakage/fragmentation. Very large dark grey schist type. One vawy broad grinding surface and otherwise smooth and rough areas, probably not used for grinding but smoothened during use. Very irregular shaped. Several vague grooves but no distinct use besides the grinding surface",Precipitaion,Very usable,,311.92,,3.5,2.9,22,,,S17.2,1690,1700,1690-1720,Meat Store
285,SKH07,14484,2944,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole,Medium,4,Tapering,Tapering,Convergent,Rounded with gradual transition to the side,Uneven/other,Rounded/Sharp,Vawy but smooth,None,Unfinished drill hole,Extensive,"Whole and extensively used medium sized, mid grey schist whetstone. Tapering towards the lower end piece which is broad and rounded. The upper end piece is small with two unfinished drilling holes next to each other in the centre of one broadside. The surfaces are smooth but a bit vawy and the edges both rounded and sharp. The cross section is mostly rectangular but almost oval closer to the lower end piece.",None,Usable,,47.29,8.6,3.3,1.1,,,,S17.2,1690,1700,1690-1720,Meat Store
286,SKH07,15435,2872,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,Unknown,Rounded,Smooth,None,Hole for suspension,Unknown,"Fragment of a light grey schist whetstone with smooth surfaces visible. Remains of a hole for suspension, approx. 1/3 of the hole preserved.",None,Not usable,"Small holes, evenly distributed in the grain structure, not disturbing the grindning surfaces",4.12,,,,3.8,0.9,0.8,S23.1,1700,1720,1690-1720,Bishops Living Quarters
287,SKH06,15537,2266,,,1,,Stabile,,,Schist,,,,,End and centre piece,Medium,4,Parallel,Tapering,Irregular shape,,Uneven/other,Rounded/Sharp,Vawy but smooth,None,Unfinished drill hole,Unknown,"End and centre piece of a medium sized whetstone, presumably of the light grey schist type but highly precipitated in sooth and only small surface of the stone visible. Two unfinished drill holes on the endpiece. Tapering towards the endpiece.",Sooth,Not usable,,33.82,,2.2,1.5,6.3,,,IS.1,1650,1720,1630-1720,Interstice
288,SKH06,15538,1940,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,,,Unknown,Sharp,Rough/smooth,None,None,Unknown,"End piece of a light grey schist whetstone. Presumably the end of a slanting endpiece and preserved as a pointy, triangular fragment. Smooth surface and sharp edges. Too small to estimate full size or shape.",None,Not usable,,2.51,,,,2.2,1.7,0.6,S18.5,1740,1760,1720-1780,Pantry
289,SKH07,17155,2904,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Medium,4,Tapering,Tapering,Straight but with hew marks,Irregular shape,Rectangular,Sharp,Vawy but smooth,None,None,Extensive,"Whole but slightly chipped, medium sized, mid grey schist whetstone. Regular shape, tapering sides and smooth but vawy surfaces. Moderately to extensive use.",Chalk,Usable,,21.02,9.2,1.8,0.8,,,,S23.1,1700,1720,1690-1720,Bishops Living Quarters
290,SKH07,17156,2983,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Indeterminable,Indeterminable,Straight,,Rectangular,Rounded/Sharp,Vawy but smooth,None,None,Re-used after breakage,"End piece of a mid grey schist whetstone, bar shaped with rounded edges and smooth surfaces. Straight end piece. Rectangular cross section. Probably used for a short while after breakage.",None,Usable,,20.35,,2.2,1,5,,,S17.1,1670,1690,1660-1690,Meat Store
291,SKH07,17158,2840,,,1,,Baad,SGB: Phyllite,Dark grey/purplish,Phyllite,Very fine,Unknown/Norway,,Whetstone,End piece only,Unknown,3,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Unknown,Rounded,Smooth,None,None,Unknown,"End piece of a purplish dark grey very fine grained schist whetstone. Very laminated and rather fragmented. Parts of one smooth surface preserved, rounded edge and no grinding groves.",None,Not usable,,6.18,,0.8,0.7,3.8,,,S25.1,1670,1710,1660-1720,Boys Lodge (servants?)
292,SKH07,17159,3008,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Rectangular/unevenly,Sharp,Smooth,None,None,Unknown,"End piece of a light grey schist whetstone, bar shaped with sharp edges and smooth surfaces. rounded end piece. Rectangular cross section.",None,Not usable,,16.55,,2.2,1,4.8,,,S17.1,1670,1690,1660-1690,Meat Store
293,SKH07,17160,2902,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,4,Tapering,Tapering,Straight but with hew marks,,Rectangular,Rounded/Sharp,Smooth,None,None,Unknown,End and perhaps centre piece of a medium or large light grey schist whetstone. Smooth surfaces and both rounded and sharp edges. Not used after breakage.,Chalk,Usable,,31.69,,2.9,1,6.8,,,S23.1,1700,1720,1690-1720,Bishops Living Quarters
294,SKH06,18190,1680,,,1,,Good,Upper floor,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Centre piece only,Unknown,4,Parallel,Parallel,,,Rectangular,Sharp,Smooth,None,None,Unknown,"Centre piece of a mid grey schist whetstone. Bar shaped, sharp edges and smooth surfaces.",Precipitaion,Not usable,,11.8,,1.6,0.8,4.8,,,S17.1,1670,1690,1660-1690,Meat Store
295,186,2296,455,,,1,,,,,mica schist,,Foreign,,,Flake,,,,,,,,,,,,,LÝSING?,,,SKH03,8,,,,,,,MC.1,1650,1700,1630-1720,Midden Zone C
296,1343,18281,1948,,,1,,,,,Mica schist,,"Foreign, Norway?",,,Flake,,,,,,,,,,,,,"foliated, gray, glassy luster, green flakes in light gray colored matrix, fragment to small, no indicating markers, no porphyroblasts",,,"SKH06, <240>",0.6,,,,,,,S17.7,1770,1790,1750-1810,Meat Store
297,133,,198,,,1,,,,,mica schist,,Norwegian?,,,Whetstone,,,,,,,,,,,,,"small fragment, gray, fine grained, dark and light banding of minerals in the matrix, no clear porphyroblasts, glittery",,,"SKH03, finds number missing, floation sample 179",3.05,,,,,,,S20.3,1700,1750,1690-1750,School Dormitory
298,1356,18387,1449,,,1,,,,,Mica schist,,"Foreign, Norway?",,,Flake,,,,,,,,,,,,,"Small flake of foliated mica schist, glassy bright grayish white muscovite",,,"SKH05, <170>",0.13,,,,,,,S5.2,1740,1760,1720-1780,Bishops Dining Room
299,1349,18334,2471,,,1,,,,,mica schist,,Foreign,,,Flake,,,,,,,,,,,,,"grayish white small flake, vitreous lustre, foliated, muscovite and qartz etc...",,,"SKH06, <295>",0.43,,,,,,,S8.1,1720,1750,1720-1750,Nursery
300,SKH03,1336,253,,,1,,Good,Bishop's room (19-20öld),Dark grey,Unknown,Fine,Unknown,Sice,Whetstone,Whole but chipped,Very small,4,Tapering,Parallel,Facetted,Irregular shape,Rectangular,Sharp,Smooth,Several types,None,Moderate,"A whole whetstone, slightly chipped on the lower end piece. Unknown stonetype, fine grained and dark grey (siltstone?) Need further geological determination. Slightly tapering sides looking at the broad side and parallel sides looking at the narrow side. Facetted upper end piece with rounded edges and irregular shaped lower end piece. The edges are relatively sharp and the stone is only moderately used, though there are several types of grinding marks visible. Most of them could be post depositional but it is hard to estimate due to precipitaion. Grinding grooves and/or carvings along the sides, across the edges and across the narrow side of the upper end piece. Uncertain whether the function of this stone was for whetting purposes but it is likely. Guilded areas randomely spread on the surface!",Precipitaion,Usable,Guilding on the surface,13,6.1,1.3,0.9,,,,S20.4,1750,1770,1750-1780,School Dormitory
301,SKH03,1343,255,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End and centre piece,large,1,Parallel,Parallel,Irregular shape,,Uneven/other,Rounded/Sharp,Rough/smooth,None,None,Not used,"End and centre piece of a light grey whetstone, possibly a broken prefabricated piece that was never put to use. Shows only little signe of use, rough surfaces except for smoothened. Rather irregular shape and broken both diaginally and longways but would still be usable for grinding if the surfaces were smoothened.",None,Very usable,,80,,,2.1,9.2,2.2,,S18.8,1790,1830,1780-1840,Midden
302,SKH03,1344,237,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,3,Indeterminable,Indeterminable,,,,,,,,Unknown,Fragmented endpiece of a light grey schist whetstone. broken both longways and diagonally. Remains of three smooth grinding surfaces.,None,Not usable,,12.5,,,,4.7,1.2,1.1,S8.3,1800,1850,1780-1870,Nursery/Private Chambers
303,SKH03,1374,263,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Irregular shape,,Unknown,Rounded/Sharp,Rough/smooth,None,None,Unknown,"Fragmented end piece of a mid grey schist whetstone, broken both longways and diagonally. Remains of two smooth grinding surfaces.",None,Not usable,,13,,,,4.6,1.3,1.2,S20.4,1750,1770,1750-1780,School Dormitory
304,SKH03,1392,190,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,Whole but chipped,Medium,2,Tapering,Irregular,Irregular shape,Rounded with gradual transition to the side,Oval/parralel sides,Rounded,Vawy but smooth,Across edges,Unfinished drill hole,Extensive,"Whole but chipped whetstone of mid light grey schist. Vawy but smooth surfaces and deep U-shaped grove into the edge near the upper end piece. Extensive use. Two attempted drill holes into both sides of the upper end piece and perhaps even the remains of another hole, broken across the centre, but if so, then all broken surfaces have since been rounded.  Oval cross section.",None,Very usable,,30,10,2.5,0.9,,,,S20.3,1700,1750,1690-1750,School Dormitory
305,SKH03,1400,278,,,1,,Good,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Small,3,Tapering,Parallel,Rounded with gradual transition to the side,,Rectangular/unevenly,Sharp,Rough/smooth,None,None,Unknown,"End piece of a mid grey schist whetstone, nicely shaped and tapering towards the end. Very pointy end piece, three smooth grinding surface and one coarse. Probably belonging to a small pendant type whetstone.",None,Not usable,,4.5,,0.9,0.8,3.9,,,S20.2,1670,1700,1660-1720,School Dormitory
306,SKH03,1434,1,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone fragment,Fragment/used,Unknown,2,Indeterminable,Indeterminable,,,,,,,None,Unknown,Fragmented centre piece of light grey schist with only one remaining edge and two surfaces. Unknown original shape and size,None,Not usable,,18,,,,8.2,2.3,0.9,LH,1958,1958,1930-1960,Levelling Horizon
307,SKH03,1434,1,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,Whole but chipped,Medium,3,Parallel,Irregular,Straight but with hew marks,Irregular shape,Rectangular/unevenly,Rounded/Sharp,Rough/smooth,None,None,Re-used after breakage,Whole medium sized and rather roughly shaped whetstone. Likely to have been re-used after breakag but could also just have been used at this random shape originally. Both smooth and rough surfaces and unevenly rectangular cross section.,None,Very usable,,63,10.3,2.2,1.6,,,,LH,1958,1958,1930-1960,Levelling Horizon
308,SKH03,1481,294,,,1,,Good,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,4,Parallel,Tapering,Straight but with hew marks,,Rectangular/unevenly,Rounded,Vawy but smooth,None,None,Extensive,"End and perhaps centre piece of, probably, a medium sized schist whetstone. One broad side with smooth grinding surface and the opposite rough. Few marks across the edges.",None,Usable,,27,,2.5,1.1,6.2,,,S9.2,1800,1880,1780-1900,Living Quarters
309,SKH03,1489,283,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Medium,4,Tapering,Irregular,Straight but with hew marks,,Rectangular/unevenly,Rounded,Rough/smooth,Across edges,None,Moderate,"End and perhaps centre piece of, probably, a medium sized schist whetstone. Smooth but vawy grinding surface due to extensive use, irregular and rounded edges. Tapering towards the point of breakage looking at the narrow side and most likely not used after breakage.",None,Usable,,20,,2,1,5.4,,,S20.2,1670,1700,1660-1720,School Dormitory
310,SKH03,1489,283,,,1,,Stabile,,Light grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Very small,4,Tapering,Tapering,Rounded with gradual transition to the side,,Rectangular,Sharp,Smooth,None,None,Unknown,"End piece of a very small schist whetstone, tapering and very pointy end. Nicely shaped with smooth surfaces and no marks. Probably of a pendant type whetstone.",None,Not usable,,2,,0.8,0.6,2.5,,,S20.2,1670,1700,1660-1720,School Dormitory
311,SKH03,1489,283,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,,Whetstone,End piece only,Unknown,2,Indeterminable,Indeterminable,Rounded with gradual transition to the side,,Rectangular/unevenly,Rounded,Smooth,None,None,Unknown,End piece of a schist whetstone of unknown size or shape. Smooth surfacea and nicely rounded end-piece.,None,Not usable,,4.5,,1.8,0.8,2.4,,,S20.2,1670,1700,1660-1720,School Dormitory
312,SKH03,1504,279,,,1,,Stabile,,Mid grey,Schist,Fine,Eidsborg/Norway,Sice,Whetstone,End piece only,Unknown,2,Parallel,Tapering,Rounded with gradual transition to the side,,Oval/parralel sides,Rounded,Smooth,None,None,Extensive,"End piece of a mid grey schist whetstone, thin, with rounded edges and smooth surfaces. Straight, slightly rounded end piece. Oval cross section due to use. Tapering towards the point of breakage looking at the narrow side.",None,Usable,,13,,2.2,0.7,5,,,S20.2,1670,1700,1660-1720,School Dormitory
