ID1,ID,Dbase,Finds Number,Unit Number,Bark,Conversion/method,Wood species,Completeness,Discard,Photo/drawing,Length (mm),Width (mm),Thickness (mm),Diameter,profile,shape/sides,condition,burnt,Object,Object Group,Object category,Vessel type,vessel ID,Off-cut,Count,General Notes,Notes (continued),Field26,Building Phases_Building Phase,Real Date,Start Date,End Date,Period_Date,Attribution,No,GroupNo,Space,Unit type,Unit entropy,Sieved,
931,2765,ST,4528,790,No,,conifer,fragment,y,n,67,25,8,,,,,,splinter,Indeterminate,worked,,,,1,"Splinter. One end rouned, other broken",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,790,793,751,Drain,in situ,TRUE,
936,2746,ST,4529,785,No,,conifer,fragment,y,n,65,33,12,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. Plank fragment.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,785,784,751,Drain,in situ,TRUE,
937,2748,ST,4529,785,No,,conifer,fragment,y,n,52,18,10,,,,,,splinter,Indeterminate,worked,,,,1,Three to four sides worked. Both ends broken. Slightly thinning towards one end. Fragment.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,785,784,751,Drain,in situ,TRUE,
938,2749,ST,4529,785,No,,conifer,fragment,n,n,40,22,8,,,,,,splinter,Indeterminate,worked,,,,1,"One side rounded, semi-circular in cross section. One end cut, other pointed, but partially broken. Fragment of a plug.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,785,784,751,Drain,in situ,TRUE,
939,2751,ST,4529,785,No,,conifer,fragment,n,n,63,33,7,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, both ends cut. There are two V-shaped very shallow depressions on one side placed one under the other slightly scewed, with the point of the V towards the splintered side. There is also a vertical groove. Interesting piece.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,785,784,751,Drain,in situ,TRUE,
940,2752,ST,4529,785,No,,conifer,fragment,y,n,73,38,14,,,,,,splinter,Indeterminate,worked,,,,1,"All sides splintered. One end probably cut, other broken. Splinter/fragment of a plank.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,785,784,751,Drain,in situ,TRUE,
942,2892,ST,4530,836,No,,conifer,fragment,n,n,82,13,10,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,836,784,751,Drain,in situ,TRUE,
943,2893,ST,4530,836,No,,conifer,fragment,n,n,100,25,11,,,,,,splinter,Indeterminate,worked,,,,1,"Splinter of a peg with rounded body, one end cut and the other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,836,784,751,Drain,in situ,TRUE,
944,2894,ST,4530,836,No,,conifer,fragment,y,n,41,16,12,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. Both ends cut. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,836,784,751,Drain,in situ,TRUE,
984,2800,ST,4535,1125,No,,conifer,fragment,y,n,37,31,5,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, both ends cut. There is a narrow higher stripe running along one side. Cut-off?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
985,2801,ST,4535,1125,No,,conifer,fragment,y,n,130,83,15,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked, both ends broken. Splintered plank with two knots.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
986,2803,ST,4535,1125,No,box quartered,conifer,fragment,y,n,208,21,18,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other partially broken. Pointing towards the broken end. Peg.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
987,2804,ST,4535,1125,No,,conifer,fragment,y,n,145,28,24,,,,,,splinter,Indeterminate,worked,,,,1,All sides worked. One end broken other cut. Peg. Could be fitting with 2805.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
988,2805,ST,4535,1125,No,,conifer,fragment,y,n,94,16,12,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, One end pointed other broken. Peg fragment. Could be fitting with 2804.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
989,2806,ST,4535,1125,No,,conifer,fragment,y,n,114,26,13,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked, other splintered, both ends cut. Plank splinter?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
990,2807,ST,4535,1125,No,,conifer,fragment,y,n,122,60,18,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, one end cut, other broken. Plank splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
991,2808,ST,4535,1125,No,tangential,conifer,fragment,y,n,290,31,22,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. One end cut, other pointed. Peg?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
992,2809,ST,4535,1125,No,,conifer,fragment,y,n,260,39,9,,,,,,splinter,Indeterminate,worked,,,,1,"One side partialy worked, other splintered. Both ends broken. Plank splinter?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
993,2810,ST,4535,1125,No,,conifer,fragment,y,n,65,41,11,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked. One end cut, other broken. Fragment.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
994,2811,ST,4535,1125,No,,betula,fragment,y,n,58,40,39,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. Frag of rod/beam?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
995,2813,ST,4535,1125,No,,conifer,fragment,y,n,65,18,7,,,,,,splinter,Indeterminate,,,,,1,Splinter.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
999,2812,ST,4535,1225,No,,conifer,fragment,y,n,142,15,6,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. Both ends broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1008,2816,ST,4538,1066,No,,conifer,fragment,y,n,156,52,9,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end  probably cut, other broken. There is a partial groove on the chamfered side. And also on the cut end. Plank?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1009,2817,ST,4538,1066,No,,conifer,fragment,n,n,94,20,6,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, slightly curved. One end cut, other broken. Tool cutting marks on one side.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1010,2819,ST,4538,1066,No,,conifer,fragment,y,n,68,23,7,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. D-shaped cross-section.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1011,2820,ST,4538,1066,No,,conifer,fragment,y,n,107,14,10,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, both ends broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1012,2821,ST,4538,1066,No,,conifer,fragment,y,n,92,17,10,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, one splintered, both ends broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1013,2822,ST,4538,1066,No,,conifer,fragment,n,n,130,18,14,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. Thinning towards broken end.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1014,2823,ST,4538,1066,No,,conifer,fragment,y,n,69,42,30,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other partially chamfered partially broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1015,2824,ST,4538,1066,No,,conifer,fragment,n,n,50,25,12,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, both ends cut. Narrowing and thinning towards the rounded end.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1016,2825,ST,4538,1066,No,,conifer,fragment,n,n,72,20,8,,,,,,splinter,Indeterminate,worked,,,,1,"Three to four sides worked. One end cut, other broken. One side slightly curved. Thinning towards the cut end.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1017,2827,ST,4538,1066,No,,conifer,fragment,y,n,51,15,5,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1018,2828,ST,4538,1066,No,,conifer,fragment,y,n,121,39,21,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Plank splinter with a knot.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1019,2832,ST,4538,1066,No,,conifer,fragment,y,n,86,30,17,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, both ends broken. Half-circular cross-section.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1020,2833,ST,4538,1066,No,,conifer,fragment,n,n,163,24,14,,,,,,splinter,Indeterminate,worked,,,,1,"One possibly two side worked. One broken, other broken but pointed. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1066,669,751,Floor,in situ,FALSE,
1029,2734,ST,4539,1088,No,,betula,fragment,y,n,45,10,6,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end pointed, other broken. Nail fragment?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1088,784,751,Drain,in situ,FALSE,
1030,2735,ST,4539,1088,No,,betula,fragment,y,n,92,19,17,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked (rounded), both ends broken. The fragment is slightly curved.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1088,784,751,Drain,in situ,FALSE,
1036,2887,ST,4544,1064,No,,conifer,fragment,y,n,176,18,22,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, one splintered. One end cut, other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1064,669,751,Floor,in situ,FALSE,
1040,2844,ST,4546,1114,No,,conifer,fragment,y,n,116,20,13,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. Small batten",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1114,1117,106,Floor,in situ,FALSE,
1041,2845,ST,4546,1114,No,,conifer,fragment,y,n,132,32,19,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut and partially rounded, other broken. D-shaped cross-section. One side near the cut slightly curved into a wide and shallow depression.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1114,1117,106,Floor,in situ,FALSE,
1042,2847,ST,4546,1114,No,,conifer,fragment,y,n,161,16,12,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked. One end, other broken. Slightly bowed/curved two sides. Fragment/Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1114,1117,106,Floor,in situ,FALSE,
1043,2848,ST,4546,1114,No,,conifer,fragment,y,n,137,23,12,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, both ends cut. The upper and lower thirds of one side are cut off leaving the middle section raised at 90°. At the one corner is an iron nail. Interesting piece.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1114,1117,106,Floor,in situ,FALSE,
1051,2849,ST,4549,1062,No,,conifer,fragment,y,n,133,13,8,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, both ends broken. Thinning towards one end. Wedge?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1062,669,751,Floor,in situ,FALSE,
1052,2850,ST,4549,1062,No,,conifer,fragment,y,n,67,35,10,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, both ends cut. A groove running from one end to the other on one side. On the chamfered area towards one end corner are two paralel small elevated bands (decoration?). Interesting piece.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1062,669,751,Floor,in situ,FALSE,
1053,2851,ST,4549,1062,No,,conifer,fragment,y,n,110,48,10,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked, but possibly the others were not evened out. Both ends broken. Thinning towards one side. Plank fragment.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1062,669,751,Floor,in situ,FALSE,
1054,2852,ST,4549,1062,No,,conifer,fragment,y,n,121,28,19,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, both ends broken. Eliopsoid cross-section. Peg",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1062,669,751,Floor,in situ,FALSE,
1055,2853,ST,4549,1062,No,,conifer,fragment,y,n,132,27,16,,,,,,splinter,Indeterminate,worked,,,,1,"Three to four sides worked. One end pointed other partially broken partially with either a half of a pin hole, or a perforation after a knot. Peg?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1062,669,751,Floor,in situ,FALSE,
1056,2854,ST,4549,1062,No,,conifer,fragment,y,n,82,26,14,,,,,,splinter,Indeterminate,worked,,,,1,"Probably all sides worked. One end cut, other broken but pointed. Peg/wedge?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1062,669,751,Floor,in situ,FALSE,
1059,2840,ST,4550,1067,No,,conifer,fragment,n,n,135,13,11,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. Thinning towards the cut end. Peg/wedge?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1067,669,751,Floor,in situ,FALSE,
1060,2841,ST,4550,1067,No,,conifer,fragment,n,n,136,22,32,,,,,,splinter,Indeterminate,worked,,,,1,Three to four sides worked. One end cut other broken. One side curved/rounded and then chamfered towards the cut end. Ending decoration of a vessel or furniture?,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1067,669,751,Floor,in situ,FALSE,
1061,2842,ST,4550,1067,No,,conifer,fragment,y,n,104,44,21,,,,,,splinter,Indeterminate,worked,,,,1,All sides worked. One side cut other broken. Some type of plank fragment?,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1067,669,751,Floor,in situ,FALSE,
1062,2843,ST,4550,1067,No,,conifer,fragment,n,n,210,39,16,,,,,,splinter,Indeterminate,worked,,,,1,In three fitting pieces. Three to four sides worked. Both ends cut. Narrowing and thinning towards one end. Interesting piece.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1067,669,751,Floor,in situ,FALSE,
1068,2860,ST,4551,1034,No,,conifer,fragment,y,n,236,27,18,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end chamfered, other rounded. Triangluar cross-section. There is a slightly slanted shallow groove on one side close to the rounded end. Peg?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1069,2861,ST,4551,1034,No,,conifer,fragment,y,n,133,31,33,,,,,,splinter,Indeterminate,worked,,,,1,"Three to four sides worked. One end broken, other pointed. The upper side is chamfered and rounded to form a decoration of wavy line with a groove starting at the middle going down to the broken end resulting in two sides of different hight and angle",chamfered in several different plates. It could be a decoration for some furniture as set to some planks or such with one large pin and a smaller one (rather a nail). Interesting piece.,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1070,2863,ST,4551,1034,No,,conifer,fragment,y,n,122,75,27,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. Both ends broken. Plank fragment.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1071,2867,ST,4551,1034,No,,conifer,fragment,y,n,107,19,7,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. One end cut, other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1072,2870,ST,4551,1034,No,,conifer,fragment,y,n,119,37,33,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, both ends cut. There is a part of a knot visible on the splintered side.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1073,2871,ST,4551,1034,No,,conifer,fragment,y,n,125,27,26,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, one end cut, other broken. One side thinning towards the cut end, while the other side has been shaped with chamfering into a wide V-shaped groove, at some places almost L-shaped. Interesting piece.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1074,2873,ST,4551,1034,No,,conifer,fragment,y,n,82,16,16,,,,,,splinter,Indeterminate,worked,,,,1,"Three to four sides worked. One end cut, other broken. Peg?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1075,2874,ST,4551,1034,No,,conifer,fragment,y,n,113,21,13,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. One end cut, other broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1076,2875,ST,4551,1034,No,,conifer,fragment,y,n,91,14,10,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. One end cut, other broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1077,2876,ST,4551,1034,No,,conifer,fragment,y,n,59,24,20,,,,,,splinter,Indeterminate,worked,,,,1,Two to three sides worked. One end cut other broken. The cut end circular in cross-section. Dowel pin.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1078,2877,ST,4551,1034,No,,conifer,fragment,y,n,63,15,15,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. One end cut, other broken. Thinning towards the cut end. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1079,2878,ST,4551,1034,No,,conifer,fragment,y,n,104,15,13,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, one splintered. One end cut other broken. The cut end is shaped in a semi-circular depression. Nail/peg?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1080,2879,ST,4551,1034,No,,conifer,fragment,y,n,116,24,17,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked, both ends broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1081,2880,ST,4551,1034,No,,conifer,fragment,y,n,40,16,7,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. One side chamfered towards the cut end. Interesting piece. Peg fragment?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1082,2881,ST,4551,1034,No,,conifer,fragment,y,n,59,11,5,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end rounded, other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1083,2882,ST,4551,1034,No,,conifer,fragment,y,n,64,8,8,,,,,,splinter,Indeterminate,worked,,,,1,"One side worked, other splintered. One end cut, other broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1084,2884,ST,4551,1034,No,,conifer,fragment,y,n,52,28,23,,,,,,splinter,Indeterminate,worked,,,,1,"Two to three sides worked. One end cut, other broken.Interesting piece.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1085,2885,ST,4551,1034,No,,conifer,fragment,y,n,54,29,23,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. The cut end is semi-circular in cross-section. Dowel pin?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1034,1117,751,Drain,in situ,FALSE,
1099,2643,ST,4552,1014,No,,conifer,fragment,y,n,266,35,35,,,,,,splinter,Indeterminate,worked,,,,1,"Very splintered fragment. One end possibly cut, other broken. Narrowing into a point at the broken end. Possibly a part of a knot at the cut end.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
1100,2644,ST,4552,1014,No,,conifer,fragment,y,n,285,29,19,,,,,,splinter,Indeterminate,worked,,,,1,"All sides splintered. One end cut, other broken. Narrowing towards the broken end.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
1101,2645,ST,4552,1014,No,,conifer,fragment,y,n,53,11,7,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, two splintered. Both ends broken. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
1102,2646,ST,4552,1014,No,,conifer,fragment,y,n,97,10,9,,,,,,splinter,Indeterminate,worked,,,,1,"Two sides worked, one splintered. Both ends broken. Triangular cross-section. Splinter.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
1103,3120,ST,4552,1014,No,,conifer,fragment,y,n,53,16,7,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, one end cut and chamfered; the other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
1104,3121,ST,4552,1014,No,,conifer,fragment,y,n,19,15,8,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, both ends cut. One edge rounded.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1014,669,751,Floor,in situ,FALSE,
1110,2648,ST,4553,997,No,,conifer,fragment,y,n,200,45,17,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked. One end cut, other broken. One longitudial siide curved, other straight. Narrowing towards the cut end, then widening at the middle and then narrowing again towards the broken end. Interesting piece.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,997,669,751,Floor,in situ,FALSE,
1111,2649,ST,4553,997,No,,conifer,fragment,y,n,66,21,20,,,,,,splinter,Indeterminate,worked,,,,1,All sides worked. Both ends broken. Fragment.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,997,669,751,Floor,in situ,FALSE,
1112,2650,ST,4553,997,No,,conifer,fragment,y,n,128,33,19,,,,,burnt?,splinter,Indeterminate,worked,,,,1,"Two sides worked, one splintered. Both ends cut. Triangular cross-section. Peg?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,997,669,751,Floor,in situ,FALSE,
1192,2704,ST,4572,1125,No,,conifer,fragment,y,n,200,21,15,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, one end cut, other pointed.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1193,2705,ST,4572,1125,No,,conifer,fragment,y,n,119,23,18,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, one end cut, other pointed. Trapezoid cross-section.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1194,2706,ST,4572,1125,No,,conifer,fragment,y,n,172,32,15,,,,,,splinter,Indeterminate,worked,,,,1,"All sides worked, one end cut, other broken. Slightly narrowing towards the broken end.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1195,2707,ST,4572,1125,No,,conifer,fragment,y,n,127,17,13,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked, one splintered. One end cut, other broken. Fragment.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1196,2708,ST,4572,1125,No,,conifer,fragment,y,n,168,14,13,,,,,,splinter,Indeterminate,worked,,,,1,"Three sides worked. One end cut, other broken.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1197,2709,ST,4572,1125,No,,conifer,fragment,y,n,216,58,15,,,,,,splinter,Indeterminate,worked,,,,1,"Three to four sides worked. One end cut, other broken. Plank fragment?",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1198,2710,ST,4572,1125,No,,conifer,fragment,y,n,213,56,16,,,,,,splinter,Indeterminate,worked,,,,1,"Two to three sides worked, one with a wide groove on one side (chamfered). Both ends broken. Splinter/fragment.",,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,1125,106,106,Floor,in situ,FALSE,
1211,2255,ST,4576,976,No,,conifer,fragment,y,n,88,28,20,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. Maybe one side worked. Fragment/splinter.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,976,669,751,Floor,in situ,FALSE,
1217,2158,ST,4577,975,No,,conifer,fragment,y,n,106,26,14,,,,,,splinter,Indeterminate,worked,,,,1,Both ends broken. One side worked. Fragment.,,EC/SÞ/GL,S13.2,1750-1800,1750,1800,1750-1810,Main Corridor,975,669,751,Floor,in situ,FALSE,
